行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
春蓬府,住宿酒店,柳舍,Willow Pillow Guest House,民宿/青旅,"美食街,离火车站10分钟",41,1,本轮新增名称候选,,名称过短，需人工消歧,暂缓｜名称过短，需人工消歧,背包客/中转游客,"价格亲民(300-1300泰铢/晚),多人间/标准间/套房可选",来泰国玩 去涛岛 请到春蓬这边住,https://www.xiaohongshu.com/explore/65dda18e000000000702518d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Holiday Inn Resort Vana Nava,华欣假日度假村瓦纳纳瓦,国际连锁度假村,送对面水上乐园门票,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合亲子,水上乐园随便玩,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,Intercontinental Hua Hin,华欣洲际酒店,国际连锁酒店,对面是Bluport购物中心,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合短途度假,酒店老旧但维护好、距离泳池近、人少经常承包泳池,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,SO Sofitel Hua Hin,索菲特SO华欣酒店,沙滩酒店,七岩海滩,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合家庭/玩水,四个泳池、房间大、每天免费mini bar、沙滩风景好出片,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
巴蜀府,住宿酒店,U Hua Hin,U华欣酒店,泰国本土品牌酒店,七岩海滩,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合看日出/自驾,2023年开业设施新、日出绝美、早餐种类多不重样,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Asleep Hostel,Asleep Hostel Kanchanaburi,青旅,夜市对面,27,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,预算型游客,位置好坐巴士方便、但有床虫风险,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
北碧府,住宿酒店,Plakan Resort餐厅,Plakan Resort Restaurant Kanchanaburi,度假村餐厅,Plakan Resort内,27,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,晚餐游客,谷歌评分4.9、冬阴功汤好但很辣、人均100元出头,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
春蓬府,住宿酒店,海度假村,Seashell Resort,海岛度假村,全岛唯一商业街,41,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,潜水爱好者/家庭,"沙滩餐厅+泳池+潜水中心,位置核心",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
呵叻府,住宿酒店,Malai Resort Khao Yai,Malai Resort Khao Yai,酒店/度假村,北冲县,55,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,家庭游客,"房间舒适,风景好,适合带老人小孩",,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
攀牙府,住宿酒店,Apsara Resort,阿普萨拉度假村,度假村,海滩,51,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,冲浪/预算,近Memories Beach冲浪点,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,住宿酒店,桂花莊民宿,Baan Hom Muen Lee,民宿,山坡上,69,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合看山景,360°环山景、云南风情、早餐有哨子面,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
清莱府,住宿酒店,Le Patta Hotel,Le Patta Hotel,酒店,市区主街旁,69,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,适合逛街,位置好、出门就是按摩街,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,艾琳度假酒店,Irene Lipe Resort,度假村,丽贝岛日出沙滩,70,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,追求高端度假、预算充足,25年米其林、环境好、但餐厅被吐槽性价比低,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,丽贝之家,Lipe Home,民宿,丽贝岛日出沙滩,70,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,追求安静、浮潜爱好者,10间房安静、每间外有泳池、24年新店、浮潜有礁石鱼多,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
沙敦府,住宿酒店,Sita Resort,Sita Resort,度假村,丽贝岛日出沙滩,70,0,本轮新增名称候选,,固定实体候选,暂缓｜引用正文未直接命中名称,追求性价比、预算中等,淡季三四百/晚、但被吐槽性价比不如邦达亚,,,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
