证据ID,候选ID,问题ID,采集轮次,来源阶段,POI名称,小红书帖子ID,标题,URL,帖子正文,命中名称,帖子类型候选,帖子类型审核,证据片段,证据审核状态,审核备注
EV-73E19A74A154A8D5,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,68a6df51000000001d011a34,6个绝美溯溪地遛娃不费妈💦人少景美码住,https://www.xiaohongshu.com/explore/68a6df51000000001d011a34?xsec_token_redacted=1&xsec_source=pc_dots,"🌊分享6个关于车程1h内、玩水超爽的宝藏地，人少不挤还免费！速速收藏👇
❶ 开阳·香火岩秘境
📍导航：开阳香火岩风景区
🚗路程：1h｜🅿️停车：农家乐10元/天
✨ 特色：玻璃果冻水潭！浅滩平缓小鱼多🐟，娃蹲着就能捞半天。两岸树荫浓密完全不晒～
❷ 乌当·渔洞峡下
📍导航：渔洞峡景区-东南门（不进景区！沿路找小岔口下河）
🚗路程：40min｜🅿️路边免费停
✨ 特色：水浅流速慢！鹅卵石河床超干净，小宝宝踩水超安全👶🏻 可搭天幕野餐～
⚠️注意：周末早点去占位！避开大雨后3天内（水流急）
❸ 花溪·情人谷
📍导航：情人谷风景区停车场，沿河往上走300米
🚗路程：30min｜🅿️景区10元/次
✨ 特色：隐藏版迷你瀑布群💦！水深不过膝，天然滑滑梯石板超欢乐（带泳圈更爽）
💡秘密：越往里走人越少！入口处人扎堆别停！
❹ 修文·六广河白水孔
📍导航：修文县大石布依族乡白水孔
🅿️村口免费停
✨ 特色：神仙牛奶河🌫️！石灰岩水泛蓝绿色，拍照绝美📸 水底细沙超柔软～
⚠️必备：溯溪鞋！部分河段有青苔较滑
❺ 龙里·鬼架桥山涧
📍导航：龙里县朵花河（鬼架桥徒步起点）
🚗路程：1h｜🅿️村民引导10元
✨ 震撼点：悬崖瀑布从天而降！下游形成天然泳池（深区1.5m），大孩子跳水超刺激🏊
❗安全提示：仅推荐6岁+娃！务必穿救生衣，暴雨天禁入
❻ 清镇·羊皮洞平替瀑布
📍导航：清镇市龙窝村（进村问村民""小瀑布""）
🚗路程：50min｜🅿️停农家院10元
✨ 优势：羊皮洞mini版！走5分钟直达瀑布脚，水雾扑面巨凉快❄️ 浅滩可露营烧烤～
🔥隐藏玩法：村民提供竹筏租借（20元/小时），拍水上大片超值！
📍【万能装备清单】
✅ 基础：速干衣裤+溯溪鞋（防滑）、防水背包、换洗衣物x2
✅ 安全：儿童救生衣🦺、碘伏棉签、驱蛇粉（岸边喷洒）
✅ 玩爽：水枪🔫、捞网+透明观察盒、折叠凳（爸妈偷懒神器）
❌ 禁忌：玻璃瓶！碳酸饮料招蜂🐝，零食选密封包装
> 🌧️ 安全第一：出发前查天气！遇小雨立刻撤离，山洪速度快如闪电⚡
> ♻️ 无痕玩水：带走120%垃圾！！塑料玩具别遗留～
👇你还私藏了哪些玩水秘境？评论求分享！👇
#贵阳亲子游[话题]# #溯溪攻略[话题]# #夏日遛娃[话题]# #贵阳周边游[话题]#
#夏日溯溪[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-9F2EC0361420B1D1,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6900129c000000000301b4e9,📍贵阳·情人谷,https://www.xiaohongshu.com/explore/6900129c000000000301b4e9?xsec_token_redacted=1&xsec_source=pc_dots,"｜0元秘境！溯溪＋烧烤＋溶洞，本地人私藏的“绿野仙踪”🌿💧姐妹们‼️谁懂啊‼️在贵阳城区打车30min，居然藏着一条“mini小七孔”——乌当情人谷！免费！免费！免费！（重要的事说三遍）今天必须按头安利给所有想逃离工位、想约会、想拍大片的你👇🌸 为何叫“情人谷”？传说古时有对苗家恋人被大河阻隔，一只金龟化作石桥让他们相会，因此得名。听完只想说：恋爱脑天堂罢了～💘📸 出片点位打卡1️⃣ 金龟托桥
巨龟背驮石桥，桥下碧潭＋白瀑，雾起时直接穿越仙侠剧！
📷：把手机放桥面上低角度仰拍，龟纹石桥＋头顶一线天，张张都是海报。2️⃣ 天梯＋绝壁栈道
200+级几乎垂直石阶，爬到怀疑人生，但登顶那一刻：峡谷像被上帝打翻的绿墨，河流是绸带，风把头发吹成偶像剧！
📷：让闺蜜在下方仰拍，你回头俯视，巨显腿长1米8！3️⃣ 溶洞暗河
入口不起眼，钻进去就是“地下宫殿”，水帘＋钟乳石＋天然“心形”石台，手机开0.5x超广角＋闪光灯，直接拍出“盗墓笔记”氛围。🧺 玩法清单✅ 烧烤野餐
入口一整排烧烤摊，租炉50元，食材自带or现场买。溪水声＋炭火香，谁能拒绝！
✅ 溯溪踩水
上游水质清澈到能看见小鱼，37℃高温跳进去，一秒制冷。
✅ 钓鱼发呆
下游浅滩有本地人垂钓，带根鱼竿坐一下午，emo瞬间被治愈。🚗 交通攻略🚙 自驾：导航“贵阳乌当情人谷”，市中心出发30min，停车20元/次（吃饭可免）
🚌 公交：贵阳师大站乘“乌当7路”→情人谷路口，再步行15min抵达⚠️ 避坑Tips❗谷深处部分断崖湿滑，带小孩/老人建议走左侧平缓步道；
❗雨天栈道巨滑，务必穿防滑徒步鞋，高跟鞋直接劝退；
❗无商店，提前备水＋防蚊喷雾，山谷蚊子战斗力你懂；
❗想拍空镜，早上9点前入园，旅行团10点后涌入。🎀 穿搭建议👗 白/米色系长裙＋草编帽，在绿色峡谷里自带柔光滤镜；
🧢 想酷一点就工装背心＋短裤＋溯溪鞋，随手一拍都是户外大片。🌟 总结一句话“城市30min外的绿野仙踪，0元就能拥有贵州版‘爱丽丝秘境’！”快@你的旅行搭子/男朋友/闺蜜，周末就去情人谷吸氧、溯溪、烧烤、拍大片吧！📸💚#贵阳周边游[话题]# #0元秘境[话题]# #情人谷[话题]# #溯溪拍照[话题]# #本地人推荐[话题]# #绿野仙踪[话题]# #恋爱脑天堂[话题]# #小红书旅行攻略[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-7FD79E5A8E5720E9,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,69e450a50000000021010d08,周六老婆带我去贵阳情人谷，溜娃烧烤好去处,https://www.xiaohongshu.com/explore/69e450a50000000021010d08?xsec_token_redacted=1&xsec_source=pc_dots,贵阳的夏天，必须得去一趟情人谷！溜娃、烧烤、玩水，样样齐全，简直是家庭出游的宝藏地。谷里溪水潺潺，孩子们玩得不亦乐乎，大人们也能在树荫下享受悠闲时光。傍晚时分，架起烤架，肉香四溢，再配上冰镇饮料，幸福感爆棚！快来感受这份夏日清凉吧！#贵阳周边游#夏日避暑胜地#家庭出游好去处,情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-7DF712452CC6E7A7,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,69fa1007000000003700c9d0,龙洞堡机场旁的一片绿和小花海,https://www.xiaohongshu.com/explore/69fa1007000000003700c9d0?xsec_token_redacted=1&xsec_source=pc_dots,"直接导航多乐地户外度假乐园，花杆外有两个停车场，免费停车，有烧烤，儿童乐园

穿流而过的小溪发源于乌当区，从溶洞流出来到了营地，有鱼鳞坝，夏天可玩水。流经罗吏村后在栗木一号桥和双龙生态公园流过来的河汇合后到情人谷

有标志性的百年松树，有小黄花，马鞭草小花海，附近有金银花，桑葚，香椿，蕨菜，枇杷，大片的绿地，可以远看飞机起降",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-BC66F64C4E909BF1,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a104fde0000000008032738,乌当情人谷#用我的世界打开旅行[话题]#,https://www.xiaohongshu.com/explore/6a104fde0000000008032738?xsec_token_redacted=1&xsec_source=pc_dots,乌当情人谷#用我的世界打开旅行[话题]#,情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-8734D0C12489A709,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a154f4e0000000036033f06,贵阳遛娃|10个亲子友好溯溪宝地,https://www.xiaohongshu.com/explore/6a154f4e0000000036033f06?xsec_token_redacted=1&xsec_source=pc_dots,"#肆意地感受夏天[话题]# #贵阳周末遛娃[话题]# #贵阳亲子游玩好去处[话题]# #贵阳周边溯溪[话题]##贵阳夏日游[话题]#

告别无效遛娃，贵阳🔟个夏日亲子友好溯溪宝藏地，均为浅滩踩水捞鱼捞虾、水质清澈，野餐烧烤、轻徒步，短途可达（30-60分钟左右），老少皆宜，安全性高，承包孩子夏天玩溪水的快乐。

1️⃣ 白云牛场乡祁山村
鹅卵石底、清澈见底的溪流，稻田风光，打卡“稻田咖啡”
📍导航：白云区牛场乡祁山村 / 祁山知心农场

2️⃣龙里朵花村（朵花大桥）
朵花大桥下方，有公厕免费开放，打卡大桥玻璃栈道俯瞰峡谷风光。
📍导航：龙里县龙山镇朵花村 / 朵花大桥

3️⃣乌当情人谷
鹅卵石浅滩、沿溪走可到达mini小瀑布、植被密，溪边有农家乐，亲子普渡桥环线亲子友好
📍导航：乌当区东风镇情人谷景区，景区内有停车场。

4️⃣乌当白水河林下溯溪营地｜约40分钟
林间溪流、周边竹林遮阴，不会暴晒，傍晚河风自带天然空调buff，玩水+烧烤
📍导航：乌当白水河林下溯溪营地

5️⃣ 修文沙溪村大沙溪｜45–50分钟
河面宽水流缓浅滩多，烧烤装备可带可租，可体验周边田园风光，
📍导航：修文沙溪村马家沟烧烤场 / 河边小院

6️⃣乌当巴喇谷｜约45–50分钟
有“小九寨”翡翠潭、彩虹瀑布、水清切且浅，树荫足、拍照出片
📍导航：乌当区羊昌镇巴喇谷风景区，停车：10元/天；门票约20元/人

7️⃣花溪鬼架桥｜50–60分钟
天然石桥、果冻水潭、多小瀑布，踩水捞小鱼，亲子轻徒步+溯溪，往返约2h，雨后慎去
📍导航：花溪黔陶乡鬼架桥停车场 / 山顶人家

8️⃣乌当锅底箐（香纸沟内）｜约50分钟
香纸沟景区里原始峡谷，常年20℃、景区外布依村落体验古法造纸，低龄选择亲子浅溪段，进阶沿溪走1-2公里可打卡小型瀑布。
📍导航：乌当香纸沟锅底箐大峡谷，

9️⃣龙里猴子沟｜约1小时
草原、竹林、瀑布、蓝眼泪水潭一次集齐，全程硬化步道+浅溪溯溪，带娃只玩浅滩和水潭即可
📍导航：龙里猴子沟景区（解坝），29元/人门票进入

🔟开阳紫江地缝（坪山段）｜约1.5小时
风景：原始峡谷，水质清澈，往返约5公里，浅溪+平缓步道，打卡凤凰滩、翡翠潭，可吃农家乐，也可自带食材溪边野餐。
导航：搜开阳县龙岗镇主播村/坪山

亲子溯溪装备清单
1、溯溪鞋/洞洞鞋
2、2套以上换洗衣物
3、捞鱼网+小桶
4、野餐垫+防晒帽
5、防水创可贴+碘伏
6、垃圾袋无痕游玩

我是芳，一拖二的海嫂妈妈，记录贵阳遛娃|户外研学|一拖二的成长过程✨",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-BBFBCBF6B7AFADF0,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a244a8b0000000021018e1c,贵阳乌当区情人谷烧烤玩水,https://www.xiaohongshu.com/explore/6a244a8b0000000021018e1c?xsec_token_redacted=1&xsec_source=pc_dots,"00:15
•.
20
×
写想法
下一步
1/2
今天去情人谷方向摘杨梅和吃烧烤，说说真实感受。如有不对，请海涵。
我们去的是乌当区情人谷方向，没有到阿栗。吃烧烤的是一个中年阿孃在路边拦车说可以烧烤摘杨梅~
停车才免费，因为近我们就去了。
1.先说烧烤：类型为3类-自助（68/88）还有一类自己点菜。68的烧烤品类很少，肉类常见的只有五花肉，剩下的基本是冻货。88的人多不划算。最终选择了自己点菜。嗯……火要收费、辣椒要收费、纸巾要收费、打麻将的牌也要收费……
2.停车：我想说停车不就是在路边嘛，为什么可以用障碍物拦着作为私人停车收费场地，20一辆车。车就在路边，有被刮蹭风险，若发生了，谁负责？
3.摘杨梅：那边的杨梅已经被人摘了几次了，现在树上剩的都是体积比较小的，高高挂在树上，并不好摘。我们去的那家老板说按斤算，我们摘出来了又不称斤了只按框算，一筐六斤三十元，我们摘了一筐满的半框不到，意欲收取两筐钱，看我们态度强硬收了一筐半。
写下此文字的原因是这次自助烧烤体验感很差（真实评价）让大家去之前可以了解清楚，或者自备一些物品，增加体验感！出门是为了心情很好的，希望出门大家都能有好心情！#乌当区情人谷[话题]##烧烤[话题]# #户外野炊烧烤[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-9E889BB38C5F4EAE,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a2779f3000000003502f970,贵阳带长辈出游｜人少！藏在近郊的田园秘境,https://www.xiaohongshu.com/explore/6a2779f3000000003502f970?xsec_token_redacted=1&xsec_source=pc_dots,"别再扎堆热门景点啦🙅♀️给长辈安排这条神仙慢游线
全程平坦无台阶、轮椅友好、全部免费
稻田、溪流、农场一站式逛，吸氧散心太舒服～
🌿路线总览（低强度⭐）
乌当罗吏古村 → 情人谷外围浅滩 → 三江农场
🚗车程：市区出发 35-45 分钟，景点间车程 15 分钟内
🛣路况：全平路 / 缓石板路，随处可歇脚
💰费用：全程免门票 + 免费停车，零额外开销
🏡第一站 罗吏古村 9:00-11:20
离市中心 10km 的隐秘古村✨ 600 + 年布依村寨，
时光在这里慢下来 清道光古钟、百年 “式示永垂” 石碑、青石板古巷 没有商业化，
只有老房子和布依风情 免费逛、免费拍，适合发呆放空🌿

💦第二站 情人谷外围浅滩 11:40-14:00
特意避开核心爬山区域，只逛临水平缓地带
浅滩水流平缓，岸边都是平整步道
中午就在附近农家吃简餐，野菜、农家汤菜清淡适口
吹着山野清风，满眼绿意，体感比市区凉爽不少

🌾第三站 三江农场 14:20-16:40
大片草坪 + 果蔬田园，视野开阔
平整大路贯穿全场，推着轮椅也畅通无阻
走走逛逛看看农作物，呼吸满满负氧离子
傍晚光线柔和，拍照休闲都合适，慢悠悠待到尽兴
📝长辈出行小贴士
▪️穿软底防滑鞋，石板路走路更舒适，备一件薄外套防吹风
▪️优先自驾 / 打车，全程路况平稳，不易晕车
▪️记得带保温杯、便携小凳子、遮阳帽，随时休息
▪️沿途无强制消费，随心游玩就好

✨亮点总结
✅全程无台阶无爬坡，腿脚不便也轻松走完全程
✅人少清净，没有喧闹人流，适合陪伴闲谈
✅原生态田园风光，空气清新，康养感十足
✅全免费路线，性价比超高，周末出行首选
趁着好天气，带上家里长辈，逃离城市喧嚣慢享时光吧～
#贵阳周边游 #贵阳带长辈游玩 #贵阳免费景点 #乌当游玩 #小众古村 #康养出游 #周末遛长辈#周边游好去处[话题]# #小众度假好去处[话题]# #休闲度假好去处[话题]# #小众旅游胜地[话题]# #创作者中心[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-181DBAC1294C9591,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a474e8100000000150263b9,打卡贵阳情人谷湄潭组,https://www.xiaohongshu.com/explore/6a474e8100000000150263b9?xsec_token_redacted=1&xsec_source=pc_dots,有事到贵阳，正好趁着空隙时间去看看，遇到剖面就敲一会，都是风化成碎片的绿灰色和紫色的泥岩、页岩，找到了应该是笔石？、一小截角石，还有一块腕足的群板，到最后才看到p1的石碑。有一说一贵州的山路挺陡的，还遇到了企图偷袭我们的大鹅。#化石[话题]#,情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-01DB3775BBACD5CC,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a4a1fac00000000070257ea,天河潭｜贵阳人的“秘密花园”🌿,https://www.xiaohongshu.com/explore/6a4a1fac00000000070257ea?xsec_token_redacted=1&xsec_source=pc_dots,"谁说贵阳只有甲秀楼和黔灵山？天河潭真的被严重低估了！离市区仅40分钟车程，集溶洞、瀑布、峡谷、奇石于一体，简直是缩小版的“桂林+张家界”！🤩 整理了一份超全保姆级攻略，附拍照机位+避坑指南，赶紧码住！
------
🌟【必打卡景点TOP3】
✅ 天河潭大瀑布
景区标志性景观！比黄果树更秀气，水流从悬崖倾泻而下，站在观景台拍照超震撼！建议上午去，光线好，还能看到彩虹🌈
✅ 水溶洞+旱溶洞（必体验！）
坐船进入水溶洞，钟乳石在灯光照射下五彩斑斓，仿佛置身《盗墓笔记》！出来后再走旱溶洞，空间更大，石笋石柱形态各异，记得穿防滑鞋哦～
✅ 情人谷+石板滩
沿着峡谷步道散步，两岸峭壁林立，溪水清澈见底，随手一拍都是“小三峡”既视感！石板滩上的石头被水流冲刷得圆润光滑，赤脚踩上去超舒服～
------
📸【出片率100%的机位】
📍 瀑布观景台：拍人物+瀑布全景，广角镜头拉满，气场全开！
📍 溶洞出口平台：利用溶洞光影拍剪影，神秘感拉满～
📍 情人谷吊桥：站在吊桥中央，背景是峡谷溪流，氛围感直接封神！
📍 景区入口牌坊：古色古香的建筑，搭配蓝天白云，复古大片get✔️
------
🚶【推荐游玩路线（4-5小时）】
景区大门 → 天河潭大瀑布 → 水溶洞（乘船）→ 旱溶洞 → 情人谷 → 石板滩 → 返回大门
（全程步行+乘船，路线平缓，老人小孩都能轻松驾驭～）

💡【实用Tips & 避坑指南】
💰 门票：成人60元，学生/老人半价；溶洞船票30元（强烈推荐！）
🕐 开放时间：8:00-18:00（建议上午9点前入园，避开人流高峰）
👗 穿搭建议：穿舒适的平底鞋（溶洞内湿滑），浅色系衣服更出片！
🧴 必备物品：防晒霜、驱蚊水、雨具（溶洞内偶尔滴水）、充电宝
🚗 交通：贵阳市区打车约40分钟（50元左右）；也可在延安西路客运站坐专线大巴

天河潭真的太适合周末一日游了！既能看喀斯特地貌奇观，又能避暑吸氧，关键是人少景美不拥挤～ 下次来贵阳，别再只盯着热门景点啦，来天河潭感受大自然的鬼斧神工吧！✨#洞天盛境地下大峡谷[话题]# #避暑好地方[话题]# #夏天玩水好去处[话题]# #一起去山林吸氧小众景点[话题]# #天河潭[话题]# #贵阳[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-F0CBDC062F40BE5A,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a61c9b8000000000c033c02,贵阳咖啡馆探店-治愈系天花板树上栖咖啡馆,https://www.xiaohongshu.com/explore/6a61c9b8000000000c033c02?xsec_token_redacted=1&xsec_source=pc_dots,"#小城也有好咖啡[话题]# 🚗贵阳市乌当情人谷.树上栖咖啡☕远离市区的闷热，开车20分钟挖到这家氛围感拉满的树上栖咖啡，直接刷新贵阳近郊拍照天花板。

入口显示宫崎骏漫画的彩绘墙，往上来到咖啡馆，推门就是两种截然不同的神仙机位。室内原木落地窗景观位，整体老木板复古风格，大大的玻璃窗抬眼就是整片山野绿意。在这里安静坐着喝咖啡，连风都带着山林松弛感。

户外庭院更是惊喜满分，复刻出浓郁的南洋度假质感，顺着石阶漫步随手一拍都是电影感大片，不用远赴海岛在贵阳近郊就能拍出度假氛围感。

夏天点一杯冰咖坐在这里抬头看着蓝天白云☁️没有城市喧嚣，只有鸟鸣与微风。而且他们家的咖啡真的很在线，再搭配健康轻食简餐，待一天都不会腻。

[星R]上午光线柔和更出片，坐下来喝杯咖啡，拍完大片还能顺路逛情人谷玩水徒步，周末不想宅家，就来这里把山野与咖啡一同收入囊中吧[红色心形R]#咖啡日常[话题]# #贵阳咖啡[话题]# #爱上咖啡的每一天[话题]# #贵阳咖啡馆探店[话题]##贵阳美食[话题]##贵阳旅游[话题]##乌当咖啡馆[话题]##贵阳治愈系咖啡馆[话题]##树上栖咖啡店[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-EFE5A3B786E49011,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a7e78440000000006005081,说走就走的旅行，第一课是踩雷,https://www.xiaohongshu.com/explore/6a7e78440000000006005081?xsec_token_redacted=1&xsec_source=pc_dots,"出行前没时间做攻略
第一次全靠AI
推荐了情人谷 看着很心动

导航到了售票处
明明踩在定位上了就是看不到

问了当地人才知道，这景点荒废10多年了
想去看看“遗迹”都没找到

想说那去另外的地方吧
叫不到车......

一个人沿着来时的路往外走
看到一辆出租开过去了
应该是送人来这烧烤的？
又等了一会儿，它果然开回来了
司机把我捎到大路，又帮我叫了一辆车
终于是回去了，已经力竭了

说走就走嘛，好坏都得接
这算第一课：没做攻略的代价
（至少......路上遇到一只小松鼠，还算个惊喜）

/就让它去，有什么了不起。

#第二人生实验[话题]# #鲸鱼的日常[话题]# #迟来的心愿清单[话题]# #人生壮游之solotrip[话题]# #solotrip[话题]# #贵阳[话题]# #一个人旅行[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-D914845342EB9F8C,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a813060000000002701ed99,马岭河峡谷真的可以贵阳当天往返,https://www.xiaohongshu.com/explore/6a813060000000002701ed99?xsec_token_redacted=1&xsec_source=pc_dots,"想吐槽：到底是哪些大冤种还在从打柴窝进啊

在一个暑假平平无奇的工作日，我和闺闺决定来场说走就走的纳凉旅行，她精心挑选了马岭河。

我们的线路是小青山电梯-分叉口走下谷底的线路-万马奔腾-情人谷-不走回头路爬回打柴窝，全程时间大概在13:30-16:00。

入园时间：
感觉已经算是很幸运的错峰了。我们买了10:30-12:47贵阳北-兴义南的高铁，13:00-15:00时间段的门票，打车到达小青山是13:10左右，正好赶上一班全空的接驳车，所有游客都有座位。还在门口麦当劳买了两个汉堡当补给，排队等到了13:30入园，这一波可能也就零零散散几十人一起进去，虽然中午有点热但打伞还是能忍的。

小青山电梯（图二）
先要走一段十分钟的台阶下去，就能看见电梯口了。很多人看到了售票处排了小长队就决定往下步行了，但我们决定先看看等电梯的人多不多，就先走了进去，发现两台电梯只排了不到十个人，工作人员说不用回去买票了，跟他们也可以现场买。全程等待时间不超过五分钟。电梯里就是一股汗味…好在一分钟就下去了。电梯门一开，一股清新又清凉的空气扑面而来，温度至少下降3-5度，同时还伴随着排着队的几百人的注视的目光，夹道欢迎…所以大概13:30坐电梯上去确实要等很久。

图五：后面我们就正常走，中间有个岔路口是可以选择走岩壁底，强烈推荐，离水越近越凉快。也能看看对面要回小青山出口的人有多少

情人谷的瀑布：就是个大澡堂…穿不穿雨衣都会湿，所以既来之则安之，就好好享受这股清凉吧！

走向打柴窝的路上已经是15:30左右了，游客反而越来越多，大家全身干爽，面露疲惫，看到我俩头发湿润，不停有人感叹前面是可以游泳吗？再往上爬，就不断有人问我们“还有多就能看见瀑布啊”，我们都没意识到他们是下了多久的台阶还没看到景点…将近半小时后，时间来到各大攻略强烈推荐的16:00入园，从打柴窝入园的游客越来越多，有小孩哭着被家长拉着走，我都在震撼如果要走这么久都看不到什么得多绝望。

打柴窝出口：是一条几百米的隧道，里面堵着几百号人在等着下台阶，汗味和人类油脂味混杂的味道充斥着整个空间，还有小风扇不断地把这股味道送到我们面前…闺闺回头看了我一眼正要说话，我立马说，闭嘴，快走！！

❌不要相信下午四点人会少
❌打柴窝入口要走好久才能看到景色

#马岭河峡谷[话题]# #小青山[话题]# #打柴窝[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-5EAF5098CC05F341,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a841e30000000002701cb4e,就在城边边！零压力小众峡谷穿越，半天就够,https://www.xiaohongshu.com/explore/6a841e30000000002701cb4e?xsec_token_redacted=1&xsec_source=pc_dots,"📍距市区仅15km｜自驾30分钟直达起点，无停车费
🚶路线：阿栗村（起点）→头堡河顺流而下 →情人谷河滩（终点）
全程沿着河谷穿行，总长约2km左右，超级迷你
几乎无爬升、没有大陡坡，仅一小段陡峭石阶。
不用翻山越岭，纯休闲峡谷单向穿越，不走回头路！
⏰时长：徒步+玩水野餐，半天轻松搞定
⭐难度：★｜新手友好！上班族、老人、小学生都可以冲
📝详细行程
▫️【起点导航⚠️别走错】
导航：阿栗庄园
临近导航终点留意左转岔道进入沿河小路，开到道路尽头停车，正式开启徒步。
▫️前段林荫小道，树荫茂密，夏天徒步也不暴晒。
沿途河道遍布浅滩与巨石，可以捞小鱼。
⚠️此段河道淤泥水草较多，不建议下河玩水。树荫平坦处，非常适合停下来野餐歇脚。
▫️中段进入喀斯特地貌，峡谷两岸岩壁林立，竹林成荫，怪石错落。河道水流忽急忽缓，乱石较多。
▫️后段河谷渐渐开阔，山水舒展，水流放缓。深潭浅滩错落分布。
潭里可见马口、赤尾游弋，钓鱼氛围感拉满🎣
一路顺流向前，穿出峡谷就抵达情人谷河滩烧烤区，行程结束。结束之后可以打车返回起点取车。

【安全提醒】❗❗
1. 雨季慎行！
头堡河涨水速度极快，暴雨过后河道极易淹没，山洪风险高。只适合连续晴天出行。
2. 小孩务必专人全程看护，远离深潭与急流。
3. 野生河流，水源保护区，爱护环境人人有责。

#贵阳周边[话题]# #户外玩水[话题]# #溯溪玩水[话题]#  #小众秘境[话题]#  #小众景点[话题]##大自然徒步[话题]#",情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-42DF7D639A4174CC,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a9a3002000000001203face,📍贵州都匀 | 情人谷瀑布旅游攻略,https://www.xiaohongshu.com/explore/6a9a3002000000001203face?xsec_token_redacted=1&xsec_source=pc_dots,对着爱心石喊出你心爱之人的名字吧！#旅游vlog[话题]#  #瀑布[话题]#  #游玩攻略[话题]#  #贵州[话题]#  #小众旅游景点[话题]#,情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
EV-D78E967844D52136,POICAND-9243AD310F1826AE,GYTRAVEL-HV-20260916-0112,1,20260916_贵阳高价值POI精确补采,情人谷,6a9f710c000000002700afb5,贵阳乌当区情人谷，才开两个月，工作日去的，所以没人，很安静，周末的话还可以带小朋,https://www.xiaohongshu.com/explore/6a9f710c000000002700afb5?xsec_token_redacted=1&xsec_source=pc_dots,贵阳乌当区情人谷，才开两个月，工作日去的，所以没人，很安静，周末的话还可以带小朋友做窑炉烤面包，挺好的，墙上大篇幅都是手绘，安静，舒服，路过有兴趣可以去感受一下,情人谷,普通贴候选,,,待审核,候选普通贴：核实全文是否主要描述当前唯一POI；通过后证据内容保留完整正文。
