问题ID,优先级,主题,区域,信息目标,问题,交叉验证次数,备注,问题来源
GYTRAVEL-HV-20260916-0011,P0,餐饮美食-标准POI精确证据核实,南明区,核实标准实体“包整(甲秀楼店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：包整(甲秀楼店)；业务类型为餐饮美食；行政区为南明区；参考地址为西湖路甲秀新村1栋1单元(西湖社区)。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“包整(甲秀楼店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_c3b08b70-e757-47f8-b2c8-220bea8fab23；score=90.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0012,P0,餐饮美食-标准POI精确证据核实,南明区,核实标准实体“聚谊堂老北京涮羊肉(林城大厦店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：聚谊堂老北京涮羊肉(林城大厦店)；业务类型为餐饮美食；行政区为南明区；参考地址为护国路91号林城大厦F3层。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“聚谊堂老北京涮羊肉(林城大厦店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_3b7dff4d-db06-442b-b30a-49643757041d；score=90.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0013,P0,餐饮美食-标准POI精确证据核实,南明区,核实标准实体“阿萨中东料理·清真(贵阳万象城店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：阿萨中东料理·清真(贵阳万象城店)；业务类型为餐饮美食；行政区为南明区；参考地址为遵义路贵阳万象城L534号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“阿萨中东料理·清真(贵阳万象城店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_8a0f0d91-d551-4fa5-ab6d-90ca744c99a8；score=90.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0014,P0,餐饮美食-标准POI精确证据核实,花溪区,核实标准实体“王万妈卤猪脚(青岩老店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：王万妈卤猪脚(青岩老店)；业务类型为餐饮美食；行政区为花溪区；参考地址为青岩镇余庆路。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“王万妈卤猪脚(青岩老店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_f9c35abd-fa10-477e-9c7f-09afa7f2bcec；score=90.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0015,P0,餐饮美食-标准POI精确证据核实,花溪区,核实标准实体“花溪王记牛肉粉店(十字街总店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：花溪王记牛肉粉店(十字街总店)；业务类型为餐饮美食；行政区为花溪区；参考地址为金榕商住楼东门西北90米。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：花溪区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“花溪王记牛肉粉店(十字街总店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_0af64cc7-da51-49ee-ad4e-5814b7a88155；score=90.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0016,P0,餐饮美食-标准POI精确证据核实,南明区,核实标准实体“NEED创意韩国料理(贵阳万象城店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：NEED创意韩国料理(贵阳万象城店)；业务类型为餐饮美食；行政区为南明区；参考地址为遵义路328号万象城1层街区L179号(4号门对面)。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“NEED创意韩国料理(贵阳万象城店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_2f3250c9-1978-48b4-abd2-7215e28e2b8f；score=89.6；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0017,P0,餐饮美食-标准POI精确证据核实,南明区,核实标准实体“罗小二贵州烙锅烤肉(甲秀楼总店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：罗小二贵州烙锅烤肉(甲秀楼总店)；业务类型为餐饮美食；行政区为南明区；参考地址为护国商住楼103号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：南明区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“罗小二贵州烙锅烤肉(甲秀楼总店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_0107ecfd-c15d-4aea-8c6e-79873a5e7331；score=89.2；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0018,P0,餐饮美食-标准POI精确证据核实,云岩区,核实标准实体“乔治公社(文昌路)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：乔治公社(文昌路)；业务类型为餐饮美食；行政区为云岩区；参考地址为文昌北路文昌阁1-4号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：云岩区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“乔治公社(文昌路)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_5022c4b8-07ce-4b55-872e-ef10c57233ba；score=89.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0019,P0,餐饮美食-标准POI精确证据核实,云岩区,核实标准实体“佳乡烟火·织金土烙锅(小十字全国总店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：佳乡烟火·织金土烙锅(小十字全国总店)；业务类型为餐饮美食；行政区为云岩区；参考地址为富水中路104号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：云岩区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“佳乡烟火·织金土烙锅(小十字全国总店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_6568089b-12d2-4429-9bd9-16df76b99b2c；score=89.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0020,P0,餐饮美食-标准POI精确证据核实,云岩区,核实标准实体“新大新豆米火锅1993(南国花锦店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：新大新豆米火锅1993(南国花锦店)；业务类型为餐饮美食；行政区为云岩区；参考地址为南国花锦购物中心7楼(喷水池地铁站H口步行300米)。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：云岩区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“新大新豆米火锅1993(南国花锦店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_15eeb09d-62ad-4c98-a0ef-9659f77dfa14；score=89.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
GYTRAVEL-HV-20260916-0021,P0,餐饮美食-标准POI精确证据核实,云岩区,核实标准实体“新大新豆米火锅1993(恒峰店)”近24个月小红书直接体验来源，并严格区分同名和分店,这是独立的贵州省贵阳市高价值 POI 小红书证据核实任务，与前面问题无关。本题只核实一个标准实体：新大新豆米火锅1993(恒峰店)；业务类型为餐饮美食；行政区为云岩区；参考地址为中山西路58号恒峰步行街4楼4-C10号。请只依据近24个月来贵阳旅游的中国大陆游客发布的小红书真实到访笔记和实拍内容；证据不足时可放宽到36个月并明确说明，不足勿凑数，不设最低数量。只接受标题或正文能够直接指向该实体的帖子；同品牌不同分店必须依靠完整分店名、地址、商圈或附近地标区分，无法确认具体分店时写未确认，不得把品牌其他分店或同名地点的帖子归入本实体。只核实地图可定位、具有固定运营地址或稳定边界的这个实体，不要扩展推荐其他同类地点。第一行原样保留点点 AI 页面显示的“搜索并总结N人真实经验”“搜索并总结N篇笔记生成”或“ai总结N篇笔记生成”证据标记；第二行原样写“核实范围：云岩区”。若存在可核实来源，只输出该实体一行，严格使用：POI名称｜外文/地图名｜POI业务类型｜POI细分类型｜行政区｜地理位置描述｜游客需求场景｜证据强度。POI名称必须对应“新大新豆米火锅1993(恒峰店)”，POI业务类型必须写“餐饮美食”。没有来源依据的字段写未确认；不得凭名称、常识或地图资料补写小红书体验，不得用点赞量代表独立笔记数或热度。如果没有任何可打开且正文直接提及该实体的小红书来源，请明确写“未发现可核实小红书来源”，不要生成实体行。最后单独列出疑似关闭、搬迁、改名、同名或分店混淆风险；没有可靠来源则写未确认。,1,graphId=food_b30bfc3b-6db8-4eb6-af5b-0c7269f6b94a；score=89.0；existingEvidence=0；target=补齐首条直接体验证据,现行图谱高价值POI分层补采
