候选ID,问题ID,采集轮次,来源阶段,行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,游客需求场景,AI证据强度,POI细分类型证据,地理位置描述证据,游客需求场景证据,字段证据审核状态,名称直接命中帖子数（非热度）,证据帖子ID,证据标题,证据URL,固定实体初筛,分店消歧状态,审核结论,合并主候选ID,审核备注,原始回答行
POICAND-AB16B89DD54C0135,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,郊野与诗咖啡,郊野与诗,咖啡/甜品,青岩古镇西门旁，古井路与定广大道交叉口东180米,游客逛完青岩古镇去草坪咖啡放空、遛娃,强（单篇详尽）,,,,,1,69cb1b8600000000230147fe,贵阳青岩古镇旁的咖啡，太适合周末带娃躺平,https://www.xiaohongshu.com/explore/69cb1b8600000000230147fe?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,郊野与诗咖啡｜郊野与诗｜餐饮美食｜咖啡/甜品｜花溪区｜青岩古镇西门旁，古井路与定广大道交叉口东180米｜游客逛完青岩古镇去草坪咖啡放空、遛娃｜强（单篇详尽）
POICAND-253AD38F4DB93EF7,GYTRAVEL-S4-F018,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,金必轩,金必轩,青岩特色小吃,青岩古镇北明清街,游客游青岩古镇吃状元蹄、豆腐圆子,中,,,,,2,"68451582000000002202e419
6a969fec000000000b000192","🌟【贵阳土著整理10家必吃神店清单】🌟
贵阳一人食（念念不忘版）","https://www.xiaohongshu.com/explore/68451582000000002202e419?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a969fec000000000b000192?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,金必轩｜金必轩｜餐饮美食｜青岩特色小吃｜花溪区｜青岩古镇北明清街｜游客游青岩古镇吃状元蹄、豆腐圆子｜中
POICAND-464FB03D5815D724,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,金必轩,金必轩（青岩古镇）,贵州正餐/青岩卤猪脚小吃,青岩古镇内，老店位于古镇主街，北门入口另设新店,游客逛古镇吃卤猪脚、米豆腐、洋芋粑、糕粑稀饭、豆腐圆子,强（多篇独立笔记）,,,,,8,"68d3aead000000001202c2e8
68e9ac34000000000703b5ea
6a185ac8000000003601a3de
6a3dd5b5000000001503e1b1
6a446d1f000000000702b944
6a582ed7000000000301d844
6a599c20000000000f03c46b
6a842c440000000025015057","尽力避坑了👉青岩古镇旅游攻略保姆级
吃货别来青岩古镇！我怕你撑到不想走😭
贵阳青岩古镇吃饭
青岩猪脚，就这❓
来青岩吃猪脚 | 金必轩
我在贵阳吃什么：青岩古镇金必轩
青岩古镇的猪蹄～呀米呀米
青岩古镇猪蹄对比","https://www.xiaohongshu.com/explore/68d3aead000000001202c2e8?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68e9ac34000000000703b5ea?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a185ac8000000003601a3de?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a3dd5b5000000001503e1b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a446d1f000000000702b944?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a582ed7000000000301d844?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a599c20000000000f03c46b?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a842c440000000025015057?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,金必轩｜金必轩（青岩古镇）｜餐饮美食｜贵州正餐/青岩卤猪脚小吃｜花溪区｜青岩古镇内，老店位于古镇主街，北门入口另设新店｜游客逛古镇吃卤猪脚、米豆腐、洋芋粑、糕粑稀饭、豆腐圆子｜强（多篇独立笔记）
POICAND-3F82320356337397,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,隐上·花溪一号院,隐上花溪一号院,西餐/庭院餐厅,"花溪生态区核心段（导航""隐上·花溪一号院""）",游客在独栋洋房庭院吃炭烤西餐、拍照,强（单篇详尽）,,,,,1,6a843f0600000000250157b2,隐在花溪的洋房西餐✨,https://www.xiaohongshu.com/explore/6a843f0600000000250157b2?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,"隐上·花溪一号院｜隐上花溪一号院｜餐饮美食｜西餐/庭院餐厅｜花溪区｜花溪生态区核心段（导航""隐上·花溪一号院""）｜游客在独栋洋房庭院吃炭烤西餐、拍照｜强（单篇详尽）"
POICAND-84D7045C93CDEA16,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,雯爷的店,雯爷的店,咖啡/甜品,花溪镇山村江边（村口步行约20分钟）,游客在百年古村江边喝咖啡看风景,强（单篇详尽）,,,,,1,699d567c000000000c037a69,为了这眼风景，我们奔赴百年古村儿值了！,https://www.xiaohongshu.com/explore/699d567c000000000c037a69?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,雯爷的店｜雯爷的店｜餐饮美食｜咖啡/甜品｜花溪区｜花溪镇山村江边（村口步行约20分钟）｜游客在百年古村江边喝咖啡看风景｜强（单篇详尽）
POICAND-8FCADA441109CD50,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,飞碗牛肉粉（花溪十字街店）,飞碗牛肉粉,牛肉粉馆,花溪十字街,游客打卡、与王记对门排队,中,,,,,1,6a8bb751000000001402973f,贵阳最好吃的十家牛肉粉，TOP10千万别错过,https://www.xiaohongshu.com/explore/6a8bb751000000001402973f?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,飞碗牛肉粉（花溪十字街店）｜飞碗牛肉粉｜餐饮美食｜牛肉粉馆｜花溪区｜花溪十字街｜游客打卡、与王记对门排队｜中
POICAND-A26F8D1D107CE5E1,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,鸟撞云·WaveBird,鸟撞云WaveBird,融合料理/西餐,花溪公园内，清溪街道溪北路80号溪畔·乡贤里,游客在公园内用餐、拍照、小聚,强（单篇详尽）,,,,,1,6a06d76a00000000070133eb,"谁说漂亮饭不好吃！吹爆花溪这家店
真的被花溪公园里这家鸟撞云·WaveBird惊",https://www.xiaohongshu.com/explore/6a06d76a00000000070133eb?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,鸟撞云·WaveBird｜鸟撞云WaveBird｜餐饮美食｜融合料理/西餐｜花溪区｜花溪公园内，清溪街道溪北路80号溪畔·乡贤里｜游客在公园内用餐、拍照、小聚｜强（单篇详尽）
POICAND-A195DBB652443B24,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,麒麟豆汤圆子火锅,麒麟豆汤圆子火锅,贵州豆汤火锅,海纳广场（花溪）,游客吃豆汤圆子火锅、豆汤泡饭,强（单篇详尽）,,,,,1,69ca67d300000000220288be,贵阳花溪｜麒麟豆汤圆子火锅，豆汤泡饭绝了,https://www.xiaohongshu.com/explore/69ca67d300000000220288be?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,麒麟豆汤圆子火锅｜麒麟豆汤圆子火锅｜餐饮美食｜贵州豆汤火锅｜花溪区｜海纳广场（花溪）｜游客吃豆汤圆子火锅、豆汤泡饭｜强（单篇详尽）
POICAND-6E512A97B57572B0,GYTRAVEL-S4-F016,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,黄老伯玫瑰糖,Huanglaobo,玫瑰糖/玫瑰蜜,青岩古镇西下院街16号,非遗玫瑰糖伴手礼、试吃,高（2025-12至2026-08多篇）,,,,,6,"69352c24000000001b023f83
69369274000000001e01343a
69c2385100000000200385d1
6a23f54a0000000007023e5d
6a5c6a14000000000f00620d
6a9547280000000006012533","青岩黄老伯玫瑰糖的礼盒装
贵州的非遗，贵阳的特产，花溪的历史
青岩黄老伯玫瑰糖购买攻略
标题：贵阳青岩古镇必打卡！私藏300年
青岩黄家玫瑰糖，要认准黄老伯品牌。
青岩特产打卡，贵阳美食推荐","https://www.xiaohongshu.com/explore/69352c24000000001b023f83?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69369274000000001e01343a?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69c2385100000000200385d1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a23f54a0000000007023e5d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a5c6a14000000000f00620d?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9547280000000006012533?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,黄老伯玫瑰糖｜Huanglaobo｜餐饮美食｜玫瑰糖/玫瑰蜜｜花溪区｜青岩古镇西下院街16号｜非遗玫瑰糖伴手礼、试吃｜高（2025-12至2026-08多篇）
POICAND-F964E4B86B5093A8,GYTRAVEL-S4-F013,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,黔布衣班家院子辣子鸡（十字街店）,黔布衣班家院子,贵州辣子鸡正餐,花溪公园旁、十字街附近,游客吃20年老字号辣子鸡、黔菜,强（单篇详尽）,,,,,1,69df0e6b0000000021038fe6,贵阳的！！！一周吃三次！！好吃s了！！！！,https://www.xiaohongshu.com/explore/69df0e6b0000000021038fe6?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,黔布衣班家院子辣子鸡（十字街店）｜黔布衣班家院子｜餐饮美食｜贵州辣子鸡正餐｜花溪区｜花溪公园旁、十字街附近｜游客吃20年老字号辣子鸡、黔菜｜强（单篇详尽）
POICAND-48F48029CA07DD12,GYTRAVEL-S4-F019,1,20260914_贵阳特色热门美食体验_六区一市,花溪区,餐饮美食,鼓捣窑作,鼓捣窑作,咖啡馆,板桥艺术村内，田园南路,红砖小院、老窑炉，窑烤拿铁+窑烤欧包，工业复古文艺风,中（N2单篇）,,,,,1,69f477c00000000035020214,贵阳遛娃宝地✨艺术村窑作喝咖啡太惬意,https://www.xiaohongshu.com/explore/69f477c00000000035020214?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,鼓捣窑作｜鼓捣窑作｜餐饮美食｜咖啡馆｜花溪区｜板桥艺术村内，田园南路｜红砖小院、老窑炉，窑烤拿铁+窑烤欧包，工业复古文艺风｜中（N2单篇）
POICAND-DB8FA475D68B0D56,GYTRAVEL-S4-F018,1,20260914_贵阳特色热门美食体验_六区一市,花溪区/南明区/云岩区,餐饮美食,房记云妈罐罐米线,房记云妈罐罐米线,罐罐米线,小河缤纷广场、花溪石板、花果园财富广场等,游客/一人食吃罐罐米线、百香果味,高,,,,,3,"6a5c9e870000000004028aac
6a7a021900000000250078a4
6a994a0c000000001001c93f","贵阳新的！！个人认为花溪石板夯爆的一人食！！
贵阳米线天花板！！百香果味我能吃一辈子😭
花溪区tip好吃的罐罐米线就在这里！","https://www.xiaohongshu.com/explore/6a5c9e870000000004028aac?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7a021900000000250078a4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a994a0c000000001001c93f?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,房记云妈罐罐米线｜房记云妈罐罐米线｜餐饮美食｜罐罐米线｜花溪区/南明区/云岩区｜小河缤纷广场、花溪石板、花果园财富广场等｜游客/一人食吃罐罐米线、百香果味｜高
POICAND-2A11F4F0735D65C1,GYTRAVEL-S4-F020,1,20260914_贵阳特色热门美食体验_六区一市,花溪区（原小河）,餐饮美食,喜茶（清水江路店）,HEYTEA 清水江路店,茶饮连锁,清水江路（小河片区）,游客打卡或外卖点单网红茶饮,强：2026-08-26菜单永久下架闭店，加盟商转投小河万科,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,喜茶（清水江路店）｜HEYTEA 清水江路店｜餐饮美食｜茶饮连锁｜花溪区（原小河）｜清水江路（小河片区）｜游客打卡或外卖点单网红茶饮｜强：2026-08-26菜单永久下架闭店，加盟商转投小河万科
POICAND-90DF75F31469F1CB,GYTRAVEL-S4-F020,1,20260914_贵阳特色热门美食体验_六区一市,花溪区（原小河）,餐饮美食,海底捞（小河龙湾万达店）,海底捞火锅,火锅连锁,小河龙湾万达广场,家庭/朋友聚餐火锅,强：2026-06-30后闭店并迁往花果园,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,海底捞（小河龙湾万达店）｜海底捞火锅｜餐饮美食｜火锅连锁｜花溪区（原小河）｜小河龙湾万达广场｜家庭/朋友聚餐火锅｜强：2026-06-30后闭店并迁往花果园
POICAND-580C9AFAEC3CF505,GYTRAVEL-S4-F020,1,20260914_贵阳特色热门美食体验_六区一市,花溪/南明等,餐饮美食,大胖刘烙锅（多分店）,大胖刘烙锅,烙锅,大学城店等多店,打卡网红烙锅,中：正常营业但口碑争议大,,,,,6,"68a45101000000001c00a650
69ec910100000000360011e4
6a2fef2d000000001c027afa
6a856bbb0000000022030f28
6a9ce75d000000002a02eb21
6aa63c4a000000002603b4bb","我在贵阳花溪区吃了什么
贵阳上当之大胖刘烙锅！
贵阳必吃榜！（游客版）
怪不得大胖刘全是好评
听劝！贵阳本地人私藏美食，拒绝网红坑
贵州贵阳美食测评","https://www.xiaohongshu.com/explore/68a45101000000001c00a650?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69ec910100000000360011e4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2fef2d000000001c027afa?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a856bbb0000000022030f28?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9ce75d000000002a02eb21?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6aa63c4a000000002603b4bb?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,大胖刘烙锅（多分店）｜大胖刘烙锅｜餐饮美食｜烙锅｜花溪/南明等｜大学城店等多店｜打卡网红烙锅｜中：正常营业但口碑争议大
POICAND-9D233ABD18592EE0,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,857烙锅,观山湖总店,烙锅,观山湖,旅游尝味道、不求吃太饱,弱，约1篇（N4）,,,,,1,690f4fbd0000000004021702,贵阳烙锅Battle🔥｜四家顶流实测！,https://www.xiaohongshu.com/explore/690f4fbd0000000004021702?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,857烙锅｜观山湖总店｜餐饮美食｜烙锅｜观山湖区｜观山湖｜旅游尝味道、不求吃太饱｜弱，约1篇（N4）
POICAND-B5C2AA4B11AE6D3B,GYTRAVEL-S4-F019,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,Docki,Docki,甜品店,悦然时光,甜品环境不错、室内凉爽，香草奶冻、雪汀碎玉，服务热情,中（N37/N44两篇独立笔记）,,,,,1,6a49fedb0000000008030e3a,贵阳这家蛋糕店谁还没来？,https://www.xiaohongshu.com/explore/6a49fedb0000000008030e3a?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,Docki｜Docki｜餐饮美食｜甜品店｜观山湖区｜悦然时光｜甜品环境不错、室内凉爽，香草奶冻、雪汀碎玉，服务热情｜中（N37/N44两篇独立笔记）
POICAND-BB5D1013EC0B4EA4,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,FIDO 飞狗餐酒馆,FIDO 飞狗餐酒馆,音乐餐酒馆／改良黔菜,美的悦然广场负一楼,游客微醺听 live、约会聚餐,弱（N2 单篇，新开，营销倾向）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,FIDO 飞狗餐酒馆｜FIDO 飞狗餐酒馆｜餐饮美食｜音乐餐酒馆／改良黔菜｜观山湖区｜美的悦然广场负一楼｜游客微醺听 live、约会聚餐｜弱（N2 单篇，新开，营销倾向）
POICAND-EEF668A73CFE6008,GYTRAVEL-S4-F009,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,need（万象城店）,—,韩餐,万象城,服务争议：上菜慢、未提前告知、疑似预制菜,游客笔记,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,need（万象城店）｜—｜餐饮美食｜韩餐｜观山湖区｜万象城｜服务争议：上菜慢、未提前告知、疑似预制菜｜游客笔记
POICAND-5BA449BF988F2E26,GYTRAVEL-S4-F004,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,To-pin 现代料理,To-pin,融合创意料理,美的悦然时光 8 栋 G1 层 022-23 号,游客吃创意融合菜、生日聚会拍照,中（N15、N67 真实体验，新开）,,,,,1,6a22bdcb000000002103e9c9,在贵阳商圈的To-pin现代料理餐厅,https://www.xiaohongshu.com/explore/6a22bdcb000000002103e9c9?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,To-pin 现代料理｜To-pin｜餐饮美食｜融合创意料理｜观山湖区｜美的悦然时光 8 栋 G1 层 022-23 号｜游客吃创意融合菜、生日聚会拍照｜中（N15、N67 真实体验，新开）
POICAND-3B4FA2CD45FDB729,GYTRAVEL-S4-F012,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,一烙锅（美的悦然时光店）,一烙锅美的悦然时光店,烙锅,美的悦然时光,游客吃炭火烙锅，烤豆腐脆,弱,,,,,1,6a7b22c60000000008013622,贵州贵阳美食全攻略｜早中晚小吃饮品全覆盖,https://www.xiaohongshu.com/explore/6a7b22c60000000008013622?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,一烙锅（美的悦然时光店）｜一烙锅美的悦然时光店｜餐饮美食｜烙锅｜观山湖区｜美的悦然时光｜游客吃炭火烙锅，烤豆腐脆｜弱
POICAND-68B899AA0156044C,GYTRAVEL-S4-F015,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,丝恋丝娃娃（万象汇店）,Si Lian,丝娃娃/贵州小吃,万象汇商场内,游客单人用餐性价比体验,"弱（N27，笔记写作""思恋""）",,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,"丝恋丝娃娃（万象汇店）｜Si Lian｜餐饮美食｜丝娃娃/贵州小吃｜观山湖区｜万象汇商场内｜游客单人用餐性价比体验｜弱（N27，笔记写作""思恋""）"
POICAND-92FC0486F5AD9522,GYTRAVEL-S4-F015,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,但家香酥鸭（贵阳北站店）,Dan Jia,香酥鸭,西二环223号贵阳北站,游客尝鲜、外卖多,弱（N61）,,,,,1,6a09858d000000000800313f,尝试但家香酥鸭（贵阳北站店）,https://www.xiaohongshu.com/explore/6a09858d000000000800313f?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,但家香酥鸭（贵阳北站店）｜Dan Jia｜餐饮美食｜香酥鸭｜观山湖区｜西二环223号贵阳北站｜游客尝鲜、外卖多｜弱（N61）
POICAND-C0177E686D9C5E15,GYTRAVEL-S4-F003,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,但家香酥鸭（贵阳北站店）,但家香酥鸭（贵阳北站店）,香酥鸭·贵州非遗小吃,西二环223号（贵阳北站内）,游客候车/离筑前现炸打包,中（单篇游客笔记）,,,,,1,6a09858d000000000800313f,尝试但家香酥鸭（贵阳北站店）,https://www.xiaohongshu.com/explore/6a09858d000000000800313f?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,但家香酥鸭（贵阳北站店）｜但家香酥鸭（贵阳北站店）｜餐饮美食｜香酥鸭·贵州非遗小吃｜观山湖区｜西二环223号（贵阳北站内）｜游客候车/离筑前现炸打包｜中（单篇游客笔记）
POICAND-AEEAA301F7B23458,GYTRAVEL-S4-F005,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,何尖尖贵州羊肉粉,何尖尖贵州羊肉粉,羊肉粉馆,美的悦然时光,游客品尝、汤好喝肉略少,弱,,,,,1,6a94079e000000000303f2e2,贵阳这家羊肉粉好吃,https://www.xiaohongshu.com/explore/6a94079e000000000303f2e2?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,何尖尖贵州羊肉粉｜何尖尖贵州羊肉粉｜餐饮美食｜羊肉粉馆｜观山湖区｜美的悦然时光｜游客品尝、汤好喝肉略少｜弱
POICAND-E9835CC9B517192A,GYTRAVEL-S4-F006,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,何胖胖炭烤鲜肉串,会展城店,炭烤烧烤,观山湖会展城中学负三层,游客夜宵,弱，约1篇（N80）,,,,,2,"698050f1000000000e00e409
6a302a2000000000160258c8","贵阳市观山湖区的野串～好看也美味
贵阳！下高铁第一顿好吃到晕碳！！！","https://www.xiaohongshu.com/explore/698050f1000000000e00e409?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a302a2000000000160258c8?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,何胖胖炭烤鲜肉串｜会展城店｜餐饮美食｜炭烤烧烤｜观山湖区｜观山湖会展城中学负三层｜游客夜宵｜弱，约1篇（N80）
POICAND-7C08B33042771F84,GYTRAVEL-S4-F015,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,何记冰粉（世纪城店）,He Ji,冰粉/冰浆甜品,世纪城,游客/食客评价门店升级,弱（N88，本地向笔记，证据弱）,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,何记冰粉（世纪城店）｜He Ji｜餐饮美食｜冰粉/冰浆甜品｜观山湖区｜世纪城｜游客/食客评价门店升级｜弱（N88，本地向笔记，证据弱）
POICAND-E4447D22C4814D61,GYTRAVEL-S4-F012,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,倬餐厅（金阳店）,倬餐厅观山湖店,美式BBQ/汉堡,金融城132组团32-33号（产控集团斜对面）,游客/本地人吃美式熏烤大肉汉堡，本土老店新开分店,弱,,,,,0,,,,通过候选,待Google阶段消歧,待审核,,未在本题完整来源帖中直接命中名称；不得进入正式表，需人工找证据或补采。,倬餐厅（金阳店）｜倬餐厅观山湖店｜餐饮美食｜美式BBQ/汉堡｜观山湖区｜金融城132组团32-33号（产控集团斜对面）｜游客/本地人吃美式熏烤大肉汉堡，本土老店新开分店｜弱
POICAND-675EC85F8480D34A,GYTRAVEL-S4-F017,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,凉都施家烙锅,红街店,深夜烙锅,红街夜市牌坊左手边（群升世纪广场）,深夜烙锅,中强（N19 游客夜里 10 点实拍）,,,,,3,"68b2b6e0000000001d011ea4
69dbdaff000000002200dacb
6a9ec153000000002901b421","贵阳已回|吃到撑＆不踩雷攻略！（上）
红街夜市✨观山湖逛吃天花板
贵阳红街夜市|💰80块俩人给香迷糊了","https://www.xiaohongshu.com/explore/68b2b6e0000000001d011ea4?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69dbdaff000000002200dacb?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a9ec153000000002901b421?xsec_token_redacted=1&xsec_source=pc_dots",通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,凉都施家烙锅｜红街店｜餐饮美食｜深夜烙锅｜观山湖区｜红街夜市牌坊左手边（群升世纪广场）｜深夜烙锅｜中强（N19 游客夜里 10 点实拍）
POICAND-E19984AA37629E07,GYTRAVEL-S4-F012,1,20260914_贵阳特色热门美食体验_六区一市,观山湖区,餐饮美食,刘三爷鸭溪米皮（中天会展城B区）,刘三爷鸭溪米皮,米皮,中天会展城B区,游客/本地人吃蒸米皮，Q弹,弱,,,,,1,6a1558b00000000036003589,漂不漂亮不重要，饭好吃就行👍,https://www.xiaohongshu.com/explore/6a1558b00000000036003589?xsec_token_redacted=1&xsec_source=pc_dots,通过候选,待Google阶段消歧,待审核,,分类、位置与场景必须逐项由原帖证据确认；AI回答仅作候选。,刘三爷鸭溪米皮（中天会展城B区）｜刘三爷鸭溪米皮｜餐饮美食｜米皮｜观山湖区｜中天会展城B区｜游客/本地人吃蒸米皮，Q弹｜弱
