行政区,POI业务类型,POI名称,外文/地图名,POI细分类型,地理位置描述,引用小红书帖子数,名称直接命中帖子数（非热度）,现库匹配状态,现库匹配记录,固定实体审核,最终处理结论,适合人群,主要到访/入住理由,证据样例标题,证据样例URL,重要口径
宋卡府,康养SPA,Anda Spa,Anda Spa Hatyai,泰式SPA,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,逛累充电,"环境干净舒服,先填写身体状况表,泰式按摩力度刚刚好",📍合艾 宝藏泰式按摩｜Anda Spa,https://www.xiaohongshu.com/explore/69f08e3b000000003501f066?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,康养SPA,Chaowang Massage,Chaowang Massage,新派按摩,Lee Garden南边,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求干净环境,"刚开一个月的新店,环境干净很新,按摩到位情绪价值足",在合艾找到了一家非常舒服的按摩店,https://www.xiaohongshu.com/explore/69f8cf17000000003501fbf6?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,康养SPA,Four Season Healthy,Four Season Healthy,健康按摩,CC酒店附近,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭出游,很棒,🇲🇾2026合艾游住宿篇-CC Hotel🏨,https://www.xiaohongshu.com/explore/69d5bde50000000020038f27?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,康养SPA,Oliver Thai Traditional Massage,Oliver Thai Traditional Massage,传统按摩,Lotus小超市旁,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,性价比追求者,"传统泰式按摩2小时400泰铢,独立按摩房干净舒适,结束后准备茶水",🇹🇭悄悄告诉你🤫这家按摩院多人不知道,https://www.xiaohongshu.com/explore/69203d90000000001e01107b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,康养SPA,Proud Massage & Relax,Proud Massage & Relax,高端按摩,Greenway夜市对面,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求品质体验,"Google review 5.0,按摩前有洗脚环节,环境舒服有疗愈精油味,价格比Lee Garden高",🇹🇭 合艾按摩推荐Greenway这家真的很可以,https://www.xiaohongshu.com/explore/6a81af6f0000000011022f48?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,康养SPA,Sawassdee,Sawassdee Hatyai,洗头按摩,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,洗头+按摩,洗头服务,大马留子|🇹🇭合艾➕宋卡4D3N自由行（自用版）,https://www.xiaohongshu.com/explore/6a6be9c40000000006007b44?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,A List Hotel,A List Hotel Songkhla,豪华酒店,市中心,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求奢华体验,"巴洛克宫廷风装修,水晶灯金饰装饰,约1400泰铢/晚",🇹🇭 宋卡：住进贵妇酒店,https://www.xiaohongshu.com/explore/661233e1000000001a017f5a?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Bestier Hotel Hatyai,Bestier Hotel Hatyai,精品酒店,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自驾旅客、喜欢安静,"2024年新开业,干净现代,免费Parking和迎宾饮料",自驾去合艾住哪里？100+马币住到超新的酒店！,https://www.xiaohongshu.com/explore/6a54f1320000000008009c00?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Centara Hotel Hatyai,Centara Hotel Hatyai,四星酒店,Lee Garden商圈内,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,追求便利的购物+按摩爱好者,"楼下即Lee Garden夜市和按摩街,地理位置极佳",🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Laguna Grand Hotel & Bar,Laguna Grand Hotel & Spa Songkhla,度假型酒店,Phawong区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/家庭/亲近自然,"远离城市喧嚣,周围树木河边,日出日落景观好",🇹🇭宋卡酒店推荐|远离城市的喧嚣首选🏨,https://www.xiaohongshu.com/explore/6618d852000000000401a2fb?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,New Season Square Hotel,New Season Square Hotel,商务酒店,市区,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,商务+休闲,"位置便利,转个弯就到猪肉饭餐厅",泰好吃｜合艾 宋卡府 带孩子吃什么？,https://www.xiaohongshu.com/explore/69e7974e000000002202b135?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Sakol Hotel,Sakol Hotel Hatyai,三星酒店,市中心,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算有限但要求位置便利,"步行数分钟到Lee Garden,部分房型已翻新",🇲🇾🇹🇭合艾｜酒店开箱🛏️实住对比推荐,https://www.xiaohongshu.com/explore/6958a218000000001f009b14?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Solis Beach Hotel & Rajamangala,Solis Beach Hotel Rajamangala,海滨酒店,Bo Yang区,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/海景爱好者,"对面就是大海滩,房间大,2大2小不挤,Rm200+性价比高","泰国宋卡不可错过的住宿
宋卡酒店🏨推薦｜療癒系酒店天花板｜無敵海景","https://www.xiaohongshu.com/explore/66c1bec00000000009015735?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68d52daa000000000e033324?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,The Signature Hotel Airport,The Signature Hotel Airport Hatyai,机场酒店,机场旁,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,转机/早班机旅客,"步行十来分钟到机场,装修现代,泳池大",合艾—丽贝岛酒店分享篇,https://www.xiaohongshu.com/explore/699bdc7e000000000a02f53e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
宋卡府,住宿酒店,Touch Warin Pool Villa,Touch Warin Pool Villa,泳池别墅,阁遥岛,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭/团体,"两间房三间厕所五张床,私人泳池+卡啦OK+BBQ工具",合艾（宋卡）住宿,https://www.xiaohongshu.com/explore/69ca29fa000000001a03311f?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Baan Chomnam Cafe,班崇南咖啡馆,河景咖啡馆兼餐厅,河边,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,避暑休闲,"椰子冰淇淋特色,糯米花生是灵魂,本地人爱去",素可泰的椰子冰淇淋 和餐厅推荐,https://www.xiaohongshu.com/explore/69f1f765000000003601cc31?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Baan Kiang Muang,班江芒咖啡馆,老宅咖啡馆,Wat Chetuphon寺附近,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史遗迹游客,"Google 4.9分,老宅改造,无WiFi但氛围好","就离谱！居然为了一个咖啡馆才去了王朝遗址
🇹🇭素可泰｜隐藏在小城里的泰式咖啡店","https://www.xiaohongshu.com/explore/6602523a00000000140062a1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67bad380000000000d014655?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Baan MA-KWID SUKHOTHAI,班马宽素可泰,稻田咖啡馆,稻田边,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,田园体验,"泰北田园感,泰茶甜点地道,需自己倒茶搅拌",BAAN MA-KWID SUKHOTHAI,https://www.xiaohongshu.com/explore/6991867c000000001d024c26?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Chorphaka Sukhothai,措帕卡素可泰,泰餐厅,Thai Thai Resort步行5分钟,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,怕热游客,"有冷气,泰菜丰富美味",来泰国绝对不能错过这间Resort!!🇹🇭,https://www.xiaohongshu.com/explore/68207754000000000f038e7d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Grandma Sert's Kitchen,奶奶瑟特厨房,家庭餐厅,离大路不远,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,性价比追求,"干净不贵,crispy papaya salad招牌,两人270泰铢",素可泰老城推荐一家餐厅,https://www.xiaohongshu.com/explore/69606ffd000000001a025d1b?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Kwansiri Restaurant,宽西里餐厅,本地餐厅,西春寺附近,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,本地口味爱好者,"阿姨开的,冬阴功汤好喝,沙冰、盖浇饭好吃,价格感人",🇹🇭攻略｜泰国素可泰餐厅、民宿、乘车推荐‼️,https://www.xiaohongshu.com/explore/664b47730000000016012108?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Nai Bann Cafe,奈班咖啡馆,景观咖啡馆,,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,花园咖啡爱好者,"夫妻经营,花园漂亮,免费送小蛋糕,蜜袋鼯互动",在素可泰找到了人生咖啡馆！附1️⃣日吃喝攻略,https://www.xiaohongshu.com/explore/697ace65000000001a02c74e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,餐饮美食,Sinvana Thai Restaurant,辛瓦纳泰餐厅,泰餐厅,583 หมู่ที่ 3 Jarodvithi Thong,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,家庭聚餐,"宽敞怡人,服务到位,咖喱牛肉、蒸鱼不错,人均约755泰铢",素可泰餐厅Sinvana Thai Restaurant,https://www.xiaohongshu.com/explore/66f17c3a000000002c02838d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,曼谷北部巴士站,Bangkok Bus Terminal (Chatuchak/Mo Chit 2),汽车站,靠近恰图恰市场,42,4,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,曼谷出发游客,"5号窗口买素可泰票,票价376-479泰铢,车程7-9小时","从国内出发到素可泰交通攻略
曼谷市区坐大巴到素可泰
曼谷到素可泰的大巴
素可泰交通攻略（26年5月版）","https://www.xiaohongshu.com/explore/6a82e6350000000022011a5e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980b686000000001a021946?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69908043000000002800b905?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a0acdfb000000003502ce02?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,彭世洛汽车站1号,Phitsanulok Bus Terminal 1,汽车站,离彭世洛火车站2.3公里,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,中转游客,"32号窗口买素可泰老城票100-120泰铢,13号窗口46泰铢到新城(不靠谱)","从国内出发到素可泰交通攻略
11元彭世洛到素可泰巴士攻略~~","https://www.xiaohongshu.com/explore/6a82e6350000000022011a5e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69be9c73000000002102dadf?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,交通服务,素可泰新城汽车站,Sukhothai Bus Terminal,汽车站,离历史公园14公里,42,5,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,长途游客,"有较多班次往返曼谷、清迈,Wintour公司运营","11元彭世洛到素可泰巴士攻略~~
曼谷市区坐大巴到素可泰
彭世洛-素可泰的公共交通详解
从彭世洛如何去素可泰？超详细坐车攻略
🔥素可泰交通全攻略| 彭世洛→老城往返指南","https://www.xiaohongshu.com/explore/69be9c73000000002102dadf?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6980b686000000001a021946?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/66b784570000000005031c09?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6948c263000000001e03a321?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/67d44e43000000001a007e4a?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Baan B&B,班B&B,民宿,,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,深度体验,"丰富早餐,主人热情",在素可泰找到了人生咖啡馆！附1️⃣日吃喝攻略,https://www.xiaohongshu.com/explore/697ace65000000001a02c74e?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Le Charme Sukhothai,勒查梅素可泰,度假酒店,历史公园入口1公里,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/拍照,"""莫奈花园""风格,每间带私人阳台",素可泰｜被问爆了的莫奈花园酒店！,https://www.xiaohongshu.com/explore/6793c6a000000000290126f3?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Old City Boutique House,老城精品屋,民宿,"历史公园步行距离,711路口",42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,预算游,"老夫妻经营,双床房不到100元/晚,干净,需现金支付","🇹🇭攻略｜泰国素可泰餐厅、民宿、乘车推荐‼️
120r 泰国6城火车游第三站：素可泰","https://www.xiaohongshu.com/explore/664b47730000000016012108?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/694286bc000000001f0055f1?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Sawasdee Sukhothai Resort,萨瓦迪素可泰度假村,度假村,历史公园5分钟车程,42,3,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,情侣/独自,"15栋小别墅,泳池,服务真诚,200元含双早","200的酒店，无价的服务，在素可泰🇹🇭
素可泰人均100的酒店
素可泰平均房价不到800泰铢的独栋小屋泳池度假村和它还算丰富的早餐。
​推荐指数","https://www.xiaohongshu.com/explore/6666d5f3000000000e0318ea?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69d904af000000001d0199b1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a2caacb00000000170298c0?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,SRIWILAI Hotel,斯里威莱酒店,酒店,,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,宁静度假,"泰式风格,大庭院,含早餐",泰国自由行之：素可泰府这间酒店非常棒！,https://www.xiaohongshu.com/explore/69da024d000000002003a934?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Sukhothai Treasure Resort & Spa,素可泰珍宝度假村,度假村,历史公园附近,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,休闲放松,"泳池,免费接驳车往返历史公园和周六夜市,可看萤火虫",素可泰一日游这样玩！历史公园＋宝藏度假村✨,https://www.xiaohongshu.com/explore/6a705dc50000000011020bcc?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Taitai Sukhothai Resort,泰泰素可泰度假村,度假村,历史公园附近1.5公里,42,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,学生党/亲子,"人均100元+,独栋小木屋,咸水泳池,免费停车场",吹爆性价比天花板！素可泰Taitai Sukhothai,https://www.xiaohongshu.com/explore/679dc88c000000001902fb29?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
素可泰府,住宿酒店,Thai Thai Resort,泰泰度假村,度假村,历史公园车程10分钟,42,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,深度游,"传统泰式小木屋,Google 4.7星1200条评论,房内SPA,泳池","清迈回曼谷｜中途入住素可泰 Thai Thai Reso
来泰国绝对不能错过这间Resort!!🇹🇭","https://www.xiaohongshu.com/explore/6a8a744f000000001602850e?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/68207754000000000f038e7d?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Ban Chiang National Museum,บ้านเชียงพิพิธภัณฑ์แห่งชาติ,博物馆,班清县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,古代出土陶器、冷气足、世界文化遗产,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Phu Phra Bat Historical Park,ภูพระบาทประวัติศาสตร์公园,历史公园,乌隆他尼,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,自然/历史爱好者,奇特巨石、世界文化遗产、徒步路线,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Red Lotus Lake,บึงหนองหาน,湖泊,乌隆他尼,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,含苞待放红莲、日出船拍、平静如镜,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Thai-Chinese Cultural Center,ศูนย์วัฒนธรรมไทย-จีน,文化中心,乌隆他尼市区,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,文化爱好者,华人本头公妈庙、忠孝园、孔子二十四孝介绍,"泰国东北🇹🇭乌隆他尼自由行～
Udon Thani乌隆他尼两日半","https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/69323359000000001e0010c3?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
乌隆府,景点观光,Wat Papukon,วัดป่าภูคอน,寺庙,乌隆他尼,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,拍照打卡,山上蓝色庙宇、大卧佛、景色辽阔,泰国东北🇹🇭乌隆他尼自由行～,https://www.xiaohongshu.com/explore/68e9f1b600000000050030fd?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Phanom Rung Historical Park,พนมรุ้งประวัติศาสตร์公园,历史遗迹,南隆县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,"泰国最大高棉遗址、15道石门、太阳穿门奇观(4月3-5日/9月8-10日日出,3月5-7日/10月6-8日日落)",帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Prasat Muang Tam,ปราสาทเมืองต่ํา,历史遗迹,南隆县,29,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,历史爱好者,泰国三大高棉遗址之一、莲花池环绕、5座红砂岩佛塔,"帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️
挑战 100 个泰国打卡点|披迈石宫","https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/6a7bc3f000000000330106cb?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
武里南府,景点观光,Wat Khao Angkhan,วัดเขาอังคาร,寺庙,南隆县,29,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,看日落,死火山顶部寺庙、8世纪陀罗钵地砂岩界标、日落极美,帕侬蓝+玛穴寺，泰国真的有吴哥窟❤️,https://www.xiaohongshu.com/explore/69d0c8340000000023006ed1?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,比尔妹饭馆,,泰式与本地餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,炸鱼+木瓜沙拉+近711,强,清迈-拜县两天一夜，骑行攻略！,https://www.xiaohongshu.com/explore/6a1ec5610000000037035927?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,两姐妹餐厅(缅甸菜),,东南亚风味餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,紫米饭+土豆泥拌粉+炸豆腐,强,🇹🇭｜非常推荐拜县美食之缅甸菜两姐妹餐厅,https://www.xiaohongshu.com/explore/6a3fe5af000000001503f2c4?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Art Farm Studio(Art Farm Cafe),Art Farm Cafe,主题咖啡馆,拜县,43,2,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,彩虹咖啡牌+苏卡达陆龟+明信片,强,"冬天在拜县100块躺一天咖啡馆的常规操作！
#413 / 拜县必去的咖啡店","https://www.xiaohongshu.com/explore/697d85a0000000000a02f5ca?xsec_token_redacted=1&xsec_source=pc_dots
https://www.xiaohongshu.com/explore/685658d800000000220304b4?xsec_token_redacted=1&xsec_source=pc_dots",回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Bai Fern Restaurant,Bai Fern Restaurant,泰式与本地餐厅,夜丰颂市,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,泰北特色猪肉+糖醋风味,强,泰国夜丰颂～实用完整攻略～旅居旅行,https://www.xiaohongshu.com/explore/6989bad0000000002801c286?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Duang Restaurant(ร้านอาหารดวง),ร้านอาหารดวง,融合料理餐厅,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,咖喱好吃+小猫陪吃,强,《🇹🇭拜县美食,https://www.xiaohongshu.com/explore/699703ee000000001a01ca1d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Escape Sunset Bar Pai,Escape Sunset Bar Pai,酒吧与餐吧,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,吊床兰纳沙发+稻田+两只狗,中,躺平 说真的,https://www.xiaohongshu.com/explore/6a86b745000000002800920c?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,James Chicken Rice and Noodles,James Chicken Rice and Noodles,面食与小吃,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,猪骨汤70泰铢+肉嫩脱骨,强,拜县好吃的路边小店,https://www.xiaohongshu.com/explore/6a312e180000000006021e26?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
夜丰颂府,餐饮美食,Kad Lang Hot Pot(กาดแลงคาเฟ่),กาดแลงคาเฟ่,火锅与烧烤,拜县,43,1,本轮新增名称候选,,固定实体候选,通过｜新增进入Google候选,129-299泰铢套餐+炸鸭舌,强,《🇹🇭拜县美食,https://www.xiaohongshu.com/explore/699703ee000000001a01ca1d?xsec_token_redacted=1&xsec_source=pc_dots,回答名称来自点点AI；正文直接命中是引用帖内字符串核对，不代表热度，也不等于Google事实核验
