帖子知识ID,关联问题ID,来源采集阶段,小红书帖子ID,标题,作者,发布日期,URL,帖子正文,正文状态,正文字符数,点赞数,采集时间,内容SHA256,重复来源记录数,重要口径
XHSPOST-602B85520000000001027A9B,GYTRAVEL-S2-F009,20260904_第二阶段_餐饮住宿扩充,602b85520000000001027a9b,贵阳美食|息峰县50多年历史的烧饼,嘴叼杨百万,2021-02-16,https://www.xiaohongshu.com/explore/602b85520000000001027a9b?xsec_token_redacted=1&xsec_source=pc_dots,"息峰县这家烧饼应该息峰人都知道吧，有五十多年的历史，这次运气好吃到了“陈烧饼”爷爷本人做的烧饼，徒弟做的都没有他做的好吃，他家几乎都是中午12点就卖完收摊，来吃的也都是上了年纪的老息峰，如果要去吃一定要让现做加酥的才最好吃
📍详细地址：贵阳市息峰县中医院对面陈烧饼",完整,132,93,2026-09-04T02:02:17-07:00,f5db9974fb2db53ead2e2440badfc47726d6a59d12956277c9cb9fda850f4410,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-603742BA000000000102A1B6,GYTRAVEL-S3-W001,20260907_第三阶段_游客高频问题覆盖,603742ba000000000102a1b6,贵扯扯游记‖贵阳周边泡温泉🧺来场养生局,贵扯扯,2021-02-25,https://www.xiaohongshu.com/explore/603742ba000000000102a1b6?xsec_token_redacted=1&xsec_source=pc_dots,"随着😱发际线的上移，我渐渐感受到养生的重要性，赶紧给姐妹们打📞，组了一场养生局~
这些小妖精们，既要1⃣️能够当天往返，又要2⃣️风景宜人适合拍照，还要3⃣️放松之余犒劳味蕾，更要4⃣️体验感十足解放身心......
多方打听之下，这场养生局开在了这里——🌸乐湾国际温泉🌸
————————————
⚱️环境：乐湾国际温泉是一家藏在AAAA级景区内的养身之处，环境自然是毋容置疑的棒👌🏻。整个地方是欧式园林装修风。行走在去温泉的路上时要踩着青石板小路穿插林园间，周围全是绿植环绕，真的能很好的缓解在钢筋水泥城市待久了的疲乏。🖼️（装修超园林风，拍照出片率超级高！）
⚱️特色：超多特色泡池，🍷红酒池、🥛牛奶池、🍑水果浴、儿童池.......还有具有各种美容养颜、舒缓身心功效的✨中药泡池✨，藏红花浴、黄芪浴苗药、瑶药浴等等。因为不管是想养生、玩乐还是打卡都有去处，我觉得还是蛮适合一家人出行度假的～👫
⚱️设施：温泉与温泉之间设立了不少温泉服务点（还有🥚温泉蛋可以购买，5元一个，可以尝试一下），还有电玩室🔫，玩累了可以去的3D影院🎥，进一步放松身心的养生SPA，设施很全噢。
⚱️美食：这里很贴心的推出了搭配温泉食用的🥘系列养身套餐，在温养身体的同时食补，而且色香味真的俱全！（🍛🍲搭配套餐选购，价格比单点更优惠！）
————————————
【游历攻略】
🎈详细地址：贵州省贵阳市乌当区东风镇渔洞峡路88号乐湾国际城
🚗交通攻略：273、258、105、56路城市公交🚌都可以直达，如果自驾，距离贵阳市区才15分钟车程，还有停车场噢。
💰门票：成人89元起，学生58元起（有亲子套票，成人时限票9:00-13:00 48元起，超优惠）
🕙开放时间：9:00-23:00（23:30停止入场）
开一场养生趴体🍵，就从一场温泉开始吧～
释放自己，人生就应该慢下来去享受🕶️~",完整,787,12,2026-09-07T02:40:15-07:00,2017ba176bf88034a2955ba03bae63b6ca8d3efe0bd6146d9df4d4f785bae019,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6054AA9F00000000210361F0,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6054aa9f00000000210361f0,贵阳美食｜清镇必吃榜单何记冰粉,30th-,2021-03-19,https://www.xiaohongshu.com/explore/6054aa9f00000000210361f0?xsec_token_redacted=1&xsec_source=pc_dots,"📍地址：清镇中环国际旗舰店
天气开始热了就想吃点冰的听说来清镇就一定要试试他家的冰粉，拉着同事就来了
「素冰粉」8元/碗虽然是素冰粉但是里面有西瓜
在贵阳可以算水果冰粉了超大一碗料超级足
看图片的时候我是被那个圆圆的珠珠吸引的
吃起来软软的还可以花生碎很酥脆
🛎️服务：扫码点单自助式服务到号会喊
🌿环境：店很大人也很多
经过可以来试试路过贵阳小十字的时候看到有一家何记正在装修，如果想吃又不想跑到清镇的朋友，可以等等小十字开业
贵阳美食｜清镇必吃榜单",完整,226,41,2026-09-04T01:39:32-07:00,9f1fd6bc28fe341d7ca52f89cce9e9ceecde548e281341bf5657bb2fc55789cf,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-60854AFD0000000001026E56,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,60854afd0000000001026e56,贵阳探店】清镇必打卡何记冰粉贵阳首店,奇怪的食客,2021-04-25,https://www.xiaohongshu.com/explore/60854afd0000000001026e56?xsec_token_redacted=1&xsec_source=pc_dots,"🎁店名：何记1994（小十字店）
🌟地址：富水北路（近旦家香酥鸭）
[害羞R]人均：10-20

清镇何记冰粉一直久闻大名，没得去吃过，前几天娇娇跟咱说富水北路原来卖面的转门面要改成何记冰粉，一直蛮期待的。

今天偶然从那边路过，发现昨天开业了！还好离家不远，折回去拿了相机下来拍。

下午快饭点去的，人挺多的，基本坐满了。铺面装修的得干干净净的，感觉不错。就是可能十来个店员吧，备餐区看着还是手忙脚乱的[笑哭R][笑哭R]

突然降温了，咱也吃不了太多。点了黑糯米冰浆、红枣糍粑冰粉，糯食爱好者听到糍粑、糯米走不动的[偷笑R][偷笑R]两样加一起21.6，性价比很可以！用料也超级足！

味道我觉得挺好的，黑糯米冰浆甜度很合适，能吃到黑糯米的香气。红枣糍粑冰粉咱也喜欢的，关键真的也是满满一大碗。开业这几天好像有活动，一直到26号，有点赶时间，忘记看清楚具体了。

@日常薯 @吃货薯 贵阳美食/贵阳旅行/贵阳旅游/贵阳攻略/贵阳网红店/贵阳甜品/贵州/贵州美食/贵州旅行/贵州探店/贵州旅游",完整,447,669,2026-09-04T01:39:32-07:00,b92a946983f5545eceb875f541333b0823621a1e66f1a8e3a1f76856edf3a91a,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-608B99B1000000000102C438,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,608b99b1000000000102c438,贵阳店甜品清镇何记1994冰粉开业咯,包子脸的小鸟腿,2021-04-30,https://www.xiaohongshu.com/explore/608b99b1000000000102c438?xsec_token_redacted=1&xsec_source=pc_dots,"昨天刚去清镇吃了一顿，今天搜到贵阳店开业了，来再吃一顿，份量一样的足，今天点的油冰粉（里面没有油，是料足）和红枣糍粑冰粉加起来27元，感觉还是更喜欢昨天的牛奶糍粑冰粉，店内依然排队，就是人手忙不过来前一个客人吃了的来不及收拾，还是建议打包带走比较好。
等餐中途看到店员的手轻轻碰到了一碗正在加工的冰粉，店员马上把那一碗倒掉重新做，旁边等的人安慰店员没事的，她们说这是店里的原则，这一点给我的印象挺好的。
今天选择堂食，因为份量太足，我没吃完的给了我盖子和塑料袋自己打包带走，一点也不浪费。两个小姐妹来可以冰粉和冰浆各点一份，分着吃可以感受两种口感。
店铺位置在民生路口，但家香酥鸭附近，惠城旁边，老板说过段时间会开通外卖，最近太忙只接受堂食",完整,320,23,2026-09-04T01:39:32-07:00,2c79fe4a19d160257a0f17732184c5e442a4e93f7d605748b0fc2e5672bba2f9,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-608D42E80000000001025161,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,608d42e80000000001025161,贵阳探店🧊清镇最火🔥冰粉终于开到贵阳啦～,夏八一,2021-05-01,https://www.xiaohongshu.com/explore/608d42e80000000001025161?xsec_token_redacted=1&xsec_source=pc_dots,"今天是大口吃冰的81呀～🙆🏻♀️
·
终于开来贵阳啦❗
说起「清镇何记冰粉」贵阳人一定不陌生
这家从1994年开到现在
确实人气不减
很多人开车都要跑到清镇去他家总店大口大口吃冰
这种诱惑在夏天更是抵挡不了
·
在他家总店吃过的水果糯米冰浆在贵阳确实没找到好吃的同款
这次来新店除了解馋糯米冰浆
还试了几款新品
吃完心情都跟着大好起来
尤其是最近天气变热
想每天来～集齐全部口味🍒🍑🍍🍉🥭
·
🛎点单推荐
▪️水果冰粉 💰23
▪️椰！冰粉 💰22
▪️坚果奶盖冰粉 💰16
▪️白糯米芒果冰浆 💰13
▪️白玉无瑕 💰22
*我个人最爱是白糯米芒果冰浆和白玉无瑕，里面的糯团子真的可以细品，口感绝佳，分量一杯比一杯足，这个夏天不愁没冰爽啦❄️
·
⭕️记得错开人多的时候去，不然排队还蛮难等的，毕竟天越来越热了🙈
·
🧊店名：何记冰粉
📍地点：贵阳云岩区民生路路口
·
贵阳冰粉|贵阳冰浆 | 贵阳探店|网红吃冰店",完整,408,80,2026-09-04T01:39:32-07:00,4cfca0e8183706352b892d0e588a46eba7ccd6fdcaf94aa31bf39ba10937fc37,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6092880B000000000102A5A6,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6092880b000000000102a5a6,🧊何记🧊,陈柳坤,2021-05-05,https://www.xiaohongshu.com/explore/6092880b000000000102a5a6?xsec_token_redacted=1&xsec_source=pc_dots,"⭕️位于贵阳市云岩区民生路，丁字路口，旁边是一家小电影院。“何记”这是清镇市的老冰粉店，在贵阳新开的分店。
⭕️因为新开，最近人很多，门口排满了人，基本上人均等待半小时的时间，还算快的。
⭕️第一次尝试了冰粉系列，价目表第二个&第三个，【怪噜冰粉】是干拌的，没有汤，而且太甜，果酱的甜，很腻，不爱甜食的慎点。
⭕️【水果冰粉】水果种类很多，对于不吃水果的我来说，把红糖水和里面的花生、西米吃完，还剩一大碗，店家说还可以免费加甜水，我实在是吃不下了。
⭕️广告词很走心，下次再去尝试更多系列。",完整,245,20,2026-09-04T01:39:32-07:00,2ac991a0c04508c233a9eec018be58c5d9f838e74d10e511aa0f4be89807cde3,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6093C34A000000002103F209,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6093c34a000000002103f209,贵阳探店｜清镇何记冰粉在贵阳开店了！,昂扣WANG,2021-05-06,https://www.xiaohongshu.com/explore/6093c34a000000002103f209?xsec_token_redacted=1&xsec_source=pc_dots,"转眼又到了吃冰🧊的季节，对于吃货来说清镇何记冰粉肯定不会陌生，现在不用再驱车十几公里就可以在小十字吃到了[色色R][哇R][赞R][派对R]
新店开业没想到就这么火爆🔥真是人潮汹涌啊[得意R][偷笑R]，当然主要还是因为味道好，用料实在，价格亲民，品种也增加了不少👍。除了传统经典的素冰粉和水果冰粉外，我最喜欢的应该就是“耶，冰粉”了，清新自然，不甜腻[喝奶茶R][哇R][派对R]吃过的人肯定会再去，没吃过的亲们也抓紧安排上吧[斜眼R][买爆R]
◾️◾️◾️
味道：⭐️⭐️⭐️⭐️
推荐指数：⭐️⭐️⭐️⭐️
◾️◾️◾️
🏡地址：小十字民生路菜场路口旁
💵价格：人均10-25元",完整,293,139,2026-09-04T01:39:32-07:00,8740fd79bd0f4b7f5a919750c678c321ce17386eb998c5ac8b431882ad545975,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-60A35B93000000000102B415,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,60a35b93000000000102b415,在贵阳极力推荐的美食--豆米火锅,福星,2021-05-18,https://www.xiaohongshu.com/explore/60a35b93000000000102b415?xsec_token_redacted=1&xsec_source=pc_dots,"贵阳的最后一天，在贵阳生活过的朋友说一定要吃一下豆米火锅，附近搜了下新大新连锁店，离喷水池最近的南国花锦店 #都市新大新豆米火锅(南国店)[地点]#
这家店晚上9.30就停止营业了，在晚上9.00之前过去点好餐，记得把自助小料台上需要的东西都拿好哦，因为9点就开始都撤了，水果的橙子还蛮甜的
点餐时候会发现有个优惠，凭借10天内到贵阳的机票或者火车票可以免费领一份花生冰沙（图三），味道不错很解腻。
我们点的汤底是浓郁+中辣，锅底是满满的大芸豆，还有脆哨，搭配米饭真的一绝，中途可以加汤，因为煮到后面汤底越来越浓稠，这个火锅真的太绝了。",完整,268,40,2026-09-04T01:39:32-07:00,c18af9ce8ab5d59acf59d87fa69854991a8af77fc976ab77d3231c5ce2bf6f1b,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-60D6982F00000000210377A2,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,60d6982f00000000210377a2,贵阳探店｜人间烟火味黔大叔大牌档,野蛮口袋,2021-06-26,https://www.xiaohongshu.com/explore/60d6982f00000000210377a2?xsec_token_redacted=1&xsec_source=pc_dots,"💌种草太久的一家店，据说排名是排名第一的贵州菜生意超火爆，旅游朋友们都必来打卡的店，不管了排队我也必须要吃到！！！
🏠店名：黔大叔大牌档
📍地址：泰祥国际1层
⏰时间：10:30-2:00
💰人均：人均50➕

🪧环境
一整个平层环境宽敞舒适，古色古香古董桌椅板凳和木质屏风，开放式厨房很有夜市大排档的感觉，墙上挂满了贵阳街区老照片，一整个贵阳历年发展变化都可以在他家看到太适合来旅游的朋友了，品尝美食的同时还能了解贵阳这座城市的变迁，店里设有包房，包房名是贵阳街道名字，这点蛮有意思店里尽管很大却也是座无虚席，男女老幼都有整个店铺热气腾腾人间烟火味不过如此～

📮推荐菜品
🐟招牌糟辣鱼
招牌菜品，第一道上的菜鱼的个头大到超出我的想象单价才几十，鱼肉超鲜嫩加上贵州特色糟辣椒，男朋友吃第一口就说这家店是宝藏店铺了太爱吃了
🫑黔北双椒鸡
花椒青椒麻辣鲜香，鸡块超级多越吃越香根本停不下来，吃辣爱好者必点
🐤牌档爆炒鸡血
鸡血真的太嫩了，在贵阳很少吃到我爱吃的爆炒鸡血，这家真的爱了
🍅西红柿米皮
满满西红柿酱汁搅拌均匀连底下的黄瓜丝都好好吃很入味强烈安利～
🌹手工玫瑰冰粉
玫瑰冰粉是夏天吃每一顿饭都必点的甜品，超清爽香甜解腻，人手一碗

时常会惦记的味道，每周都想去吃一次真的很爱

贵阳旅游｜贵阳美食｜美食探店｜黔大叔大牌档｜贵阳必打卡｜贵阳探店
#贵阳美食[话题]#",完整,586,29,2026-09-04T01:39:32-07:00,2e7de731c3862337a4e6ff45441f53e4eabd99b4c75c1fc08502aea61c7d54d8,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-60E460CD000000000102A0AD,GYTRAVEL-S3-W001,20260907_第三阶段_游客高频问题覆盖,60e460cd000000000102a0ad,贵贵，在贵阳泡了一天万象温泉,宁采景,2021-07-06,https://www.xiaohongshu.com/explore/60e460cd000000000102a0ad?xsec_token_redacted=1&xsec_source=pc_dots,"7.5下午六点多南京飞贵阳的飞机，遭遇晚点，直到7.6凌晨两点才住进机场附近简陋的快捷酒店，一夜没睡好，早7:00就起来，搞点吃的，通知携程接人。
早9:00抵达贵阳乌当区的万象温泉酒店， 携程不错，抵达就立刻住上了。自己订的话，估计要午后可以入住。虽然知道是五钻的，酒店还是高于我的预期。整体感觉，大气，房间是标间，特别大。设备，布局还是有点样子的。我们订单里不含温泉，为了缓解长途劳顿之苦，自己掏钱泡泡，反正有时间。还好，我们是住户，每人再掏80元。今天周二，人少，很多室外池子都没人，最大的好评就是水温好，可以多泡一会头不晕。天气也很给力，蓝天白云，清风送爽，很惬意。中午吃个自助，49元一位，个人觉得物超所值，主食，菜品，粥，饮料，水果，甜品还都说的过去，要是在南京，我一定还会光临。
就这样在酒店睡睡，吃吃，泡泡。一晃到了晚上8点，想走出走走，顺便来点小吃。刚出门就有个烟酒店兼职牛羊肉粉，没多大期望值，味道却很惊艳，还看到玻璃罐里有茅台散酒，不爱喝酒我也尝了一点，53度却一点都不呛，香喷喷，爽口。比动不动就几百的酒好多了。老板说40元一斤，当时就有购买的冲动。考虑刚到贵阳，控制住自己。付钱的时候，厚道的老板坚持不收酒钱，说喝的太少，我觉得小生意不容易，付款的时候还是主动多付了些。一天的休养，开心的晚饭，感觉精神多了。明天奔赴下一个景点！期待美好😊",完整,582,12,2026-09-07T02:40:15-07:00,896007217fc79a78f24d38a5d09d501654da8f767250eed0ba4c0f07471a92e1,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-6104BD030000000021037263,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,6104bd030000000021037263,带你找❗️贵州路边特色名小吃·王记锅巴糍粑,糖小婉-而😺,2021-07-31,https://www.xiaohongshu.com/explore/6104bd030000000021037263?xsec_token_redacted=1&xsec_source=pc_dots,"在贵阳的遵义小伙伴想吃家里的锅巴糍粑不！！
糯食爱好者快来🤤糖小婉在富水路遇了几次都没有吃到！今天终于吃到了😭 @吃货薯  @城市情报官  @小红书成长助手
-
外脆里糯的锅巴糍粑，撒上上各种黄豆面，黄豆粉，花生白糖，芝麻！遵义发明出来的神仙美食[哭惹R]🥜
热fufu的糍粑团撕下锅巴当外皮，中间nia一条糯糍粑
-
🤯价格7块钱一个，说实话真的不便宜………好在个头大，两个人吃一份也够啦！
-
✅传统味道：甜味，咸味，咸甜味，我喜欢吃咸甜的！
✅麻辣香味：没有尝试过…
-
🌮遵义特色王记锅巴糍粑
📍正新街与富水中路交叉口首阳水果旁
💰7块钱一个
⚠️每天摆到18:00点，卖完就撤，所以大家尽量早点去
之前需要排长队最近好像还好啦！
-
来贵阳旅游的小伙伴必打卡😄
贵州旅游｜贵阳旅游｜贵阳美食｜遵义美食｜锅巴糍粑｜贵阳网红小吃｜",完整,368,208,2026-09-04T01:39:32-07:00,9734d8e919f74e0023f5e617ec734436d55bedf92073b2b60d42c8dd2928a2f1,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-612F1AC9000000002103BDB3,GYTRAVEL-S2-F001,20260904_第二阶段_餐饮住宿扩充,612f1ac9000000002103bdb3,贵阳探店～略有些失望的小乔拉面,杂货铺老板娘,2021-09-01,https://www.xiaohongshu.com/explore/612f1ac9000000002103bdb3?xsec_token_redacted=1&xsec_source=pc_dots,"带着朋友就近中餐，选择去贵阳壹号瞧瞧，然后唯一记得的是这家小乔拉面口碑还不错，索性选择吃这个了。
贵阳壹号这个商场就不多说了，冷清，完全没有大十字这个地理位置带来的优越感。直接前往五楼，找到了这家小乔拉面。店面陈设还是比较日系的原木风，播放的音乐很好听。点了招牌拉面和辣味拉面，配料都是一样的，只是汤汁不一样。颜值和味道都没有惊艳到我，但是送上来喝的水倒是还不错，有股咖啡豆的香气。不是很推荐专门来吃这个。

🏠地址：大十字THE ONE商场五楼
🅿️停车：大十字广场地下停车场，国贸置业大厦地下停车场
💰消费：人均一碗面30多",完整,264,4,2026-09-04T01:23:02-07:00,6de893aa9f3613380bd2d8a202c266aa28799ce0b12706b80281e33d95e64161,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
XHSPOST-613C449000000000010253BC,GYTRAVEL-S2-F010,20260904_第二阶段_餐饮住宿扩充,613c449000000000010253bc,贵阳最好吃的酸汤牛肉👍🏻人均40RMB吃到撑,PeachyuL,2021-09-11,https://www.xiaohongshu.com/explore/613c449000000000010253bc?xsec_token_redacted=1&xsec_source=pc_dots,"“小张今天吃啥呢👀”
贵阳最好吃的酸汤牛肉👍🏻人均40RMB让你吃到撑‼️
-
🔖店名：黔诚.贵厨酸汤牛肉（榜单旗舰店）
🚥地址：在花果园那边，花果园大街贵阳国际中心3号楼A座负一层后广场
🈺时间：11:00-22:30
💰消费：40-50RMB/人
-
🌁环境：这家店看上去比其他两家老一点，不知道是不是这家是最老的一家店，但整体装修是很苗家的感觉，店员们都穿着那种服饰，店内也放着那种贵州苗族的音乐，很有特色👍🏻
夏天还是外面凉快点，有风，里面貌似没有空调，还有点热
-
👉🏻推荐：
🍲秘制红酸锅底⭐️⭐️⭐️⭐️⭐️
来他们家吃一定要点特色的红酸汤锅底啊！真的超级开胃！而且我特别喜欢的是，他们锅底不像重庆火锅，他们家一点也不油，里面还有豆芽、西红柿🍅，是很鲜的那种～
-
🥩鲜牛腩肉⭐️⭐️⭐️⭐️⭐️
这个肉很大一盘！好像有半斤‼️而且肉都是大块大块的，很满足！！
放在火锅里烫一烫就可以吃了，千万别煮久了，老了就不好吃啦
-
🥩带皮牛肉⭐️⭐️⭐️⭐️⭐️
带皮的肉口感都很棒呀！皮的位置很有嚼劲儿[强]
肉比较薄一点，也很好吃！
-
🍡鲜牛肉丸⭐️⭐️⭐️⭐️➕
一盘十个，丸子都还挺大的，太实在了！
味道是很不错滴！但我感觉这个的口感就稍微差一点，吃起来不嫩，感觉肉剁得比较融 包得很紧哈，不过也还是不错的～
-
🍜火锅面⭐️⭐️⭐️⭐️⭐️
我本来以为是那种宽一点的面条，结果就是类似于方便面那种细面，本来只是想尝一口的，没想到一发不可收拾，吃了一大碗哈哈哈哈哈
我平时不太吃这种面，但是‼️加了酸汤一起吃真的绝！！一定要试试啊！强推！再加点肉，蘸着辣椒一起吃，我觉得这是最惊艳的哈哈哈哈😂
-
🥔土豆⭐️⭐️⭐️⭐️
火锅中的土豆真的巨好吃啊！我特别喜欢吃厚的土豆，煮在火锅里融了之后最好吃！
-
🍮红糖糍粑⭐️⭐️⭐️➕
我超爱红糖糍粑的！而且套餐里有一份，非常期待的！红糖浆看上去不是很红 但很甜，黄豆粉是点睛之笔！但是这个糍粑有点硬了，口感不好啦
-
🙋🏻♀️黔诚酸汤牛肉是自从我去年放假来吃过一次之后，每个假期回家都必须会来的一家店～
性价比很高👍🏻超级有特色嘻嘻[偷笑R]
-
💓每个人的口味不一样哈
评价仅代表个人的观点哦～
🌈和你分享我的吃喝与生活✨
@吃货薯 @薯条小助手 @吃不饱同学
#贵阳探店[话题]# #贵阳美食[话题]# #特色贵州美食[话题]# #酸汤牛肉[话题]#",完整,1007,85,2026-09-04T01:39:32-07:00,3cbe66a608d24e6ef44a3a5c8375cf2d435c6671e10a895adff5948c838cb35f,1,帖子正文为小红书原始证据；URL令牌可能失效，以小红书帖子ID去重；点赞数不代表游客热度。
